pydi_id,player_name,positions_position,clubs_club,nationality,matches_played_3s,minutes_played_3s,goals_3s,assists_3s,penalty_goals_3s,tackles_won_percentage_3s,goals_per_shot_3s,pass_completion_percentage_3s,save_percentage_3s,clean_sheet_percentage_3s,penalty_save_percentage_3s
left_002927,Ivan Perišić,"DF,MF, FW","PSV Eindhoven, Tottenham",CRO,66,4010,10,18,0,64.71,0.14,67.83,0,0,0
left_002928,Ivan Provedel,GK,Lazio,ITA,73,6562,0,0,0,0,0,80.21,75.65,43.84,0
left_002929,Ivan Radovanović,"MF,DF",Salernitana,SRB,10,671,0,0,0,33.33,0,80.75,0,0,0
left_002930,Ivan Rakitić,MF,Sevilla,CRO,49,3213,3,4,1,62.69,0.05,77.83,0,0,0
left_002931,Ivan Smolčić,DF,Como,CRO,3,175,0,0,0,85.71,0,80.37,0,0,0
left_002932,Ivan Toney,FW,Brentford,ENG,50,4401,24,6,6,47.37,0.17,57.38,0,0,0
left_002933,Ivan Zlobin,GK,Famalicão,RUS,17,1530,0,0,0,0,0,70.08,69.44,29.41,0
left_002934,Ivan Šunjić,MF,Hertha BSC,BIH,18,993,0,0,0,52.63,0,74.79,0,0,0
left_002935,Ivane Chegra,"MF,FW",Ajaccio,FRA,6,193,0,0,0,37.5,0,52.5,0,0,0
left_002936,Ivanildo Fernandes,DF,Vizela,CPV,20,1483,0,0,0,42.86,0,82.85,0,0,0
left_002937,Iver Fossum,"MF,FW, MF",Kortrijk,NOR,15,403,0,0,0,46.67,0,76.28,0,0,0
left_002938,Ivo Grbić,GK,"Sheffield Utd, Atlético Madrid",CRO,21,1693,0,0,0,0,0,58.44,67.29,9.52,0
left_002939,Ivo Pinto,DF,Fortuna Sittard,POR,92,7622,0,11,0,66.03,0,69.34,0,0,0
left_002940,Ivo Rodrigues,"MF,FW","Famalicão, Arouca, Moreirense",POR,54,3763,3,9,1,58.33,0.05,76.8,0,0,0
left_002941,Ivo Vázquez,"DF,MF, DF",Puebla,MEX,22,627,0,2,0,53.33,0,68.71,0,0,0
left_002942,Ivor Pandur,GK,Fortuna Sittard,CRO,47,4230,0,0,0,100,0,68.65,68.31,23.4,0
left_002943,Iván Alejo,"MF,FW, MF",Cádiz,ESP,61,3003,0,3,0,61.11,0,53.15,0,0,0
left_002944,Iván Balliu,DF,Rayo Vallecano,ALB,72,6218,0,1,0,63.64,0,76.3,0,0,0
left_002945,Iván Cuéllar,GK,Mallorca,ESP,1,90,0,0,0,0,0,68.57,83.33,0,0
left_002946,Iván Fresneda,"MF,DF, DF,MF, DF","Valladolid, Sporting CP",ESP,45,2743,3,0,0,67.95,0.21,78.36,0,0,0
left_002947,Iván Marcano,DF,Porto,ESP,41,3503,7,0,0,55,0.25,89.45,0,0,0
left_002948,Iván Martín,MF,Girona,ESP,66,4776,8,8,0,63.08,0.21,88.7,0,0,0
left_002949,Iván Morales Bravo,"FW,MF",Cruz Azul,CHI,17,460,2,0,1,75,0.4,80.23,0,0,0
left_002950,Iván Moreno,"MF,FW, DF,MF, DF, MF,DF","Puebla, León",MEX,80,4855,4,10,0,55.3,0.06,75.83,0,0,0
left_002951,Iván Márquez,DF,NEC Nijmegen,ESP,59,4947,5,1,0,52.94,0.12,85.29,0,0,0
left_002952,Iván Romero,"MF, FW","Levante, Sevilla",ESP,8,538,4,0,0,50,0.24,62.83,0,0,0
left_002953,Iván Sánchez,"MF,FW",Valladolid,ESP,25,1154,1,1,0,70,0.06,79.38,0,0,0
left_002954,Iván Tona,"MF, MF,DF","Monterrey, Tijuana",MEX,47,2393,1,2,0,53.66,0.02,85.65,0,0,0
left_002955,Iván Villar,GK,Celta Vigo,ESP,31,2724,0,0,0,0,0,67.93,60.38,12.9,16.67
left_002956,Iyad Mohamed,MF,Casa Pia,COM,10,487,0,0,0,40,0,75.12,0,0,0
left_002957,Iñaki González,MF,Las Palmas,ESP,1,5,0,0,0,0,0,100,0,0,0
left_002958,Iñaki Peña,GK,"Elche, Barcelona",ESP,14,1153,0,0,0,0,0,83,59.18,21.43,0
left_002959,Iñaki Williams,FW,Athletic Club,GHA,77,6255,22,6,1,71.43,0.11,65.88,0,0,0
left_002960,Iñigo Arguibide,DF,Osasuna,ESP,1,17,0,0,0,0,0,25,0,0,0
left_002961,Iñigo Córdoba,"FW,MF",Fortuna Sittard,ESP,64,4921,9,6,0,64.5,0.08,65.08,0,0,0
left_002962,Iñigo Lekue,"DF, DF,FW",Athletic Club,ESP,48,3413,0,3,0,61.54,0,78.66,0,0,0
left_002963,Iñigo Martínez,DF,"Athletic Club, Barcelona",ESP,35,2634,1,0,0,53.57,0.06,85.46,0,0,0
left_002964,Iñigo Ruiz de Galarreta,MF,"Athletic Club, Mallorca",ESP,65,4919,1,2,0,64.66,0.04,81.08,0,0,0
left_002965,Jacek Góralski,MF,Bochum,POL,4,146,0,0,0,50,0,79.49,0,0,0
left_002966,Jack Colback,MF,"""Nottham Forest""",ENG,11,497,0,0,0,72.22,0,83.22,0,0,0
left_002967,Jack Cork,MF,Burnley,ENG,4,27,0,0,0,0,0,75.76,0,0,0
left_002968,Jack Grealish,"FW,MF, FW","Manchester City, Everton",ENG,54,3530,8,12,0,66.67,0.11,84.49,0,0,0
left_002969,Jack Harrison,"MF,FW, FW,MF, FW","Everton, Leeds United",ENG,70,5033,8,10,0,49.38,0.11,64.05,0,0,0
left_002970,Jack Hendry,DF,"Club Brugge, Cremonese",SCO,9,604,0,1,0,50,0,85.42,0,0,0
left_002971,Jack Hinshelwood,"MF, FW, DF",Brighton,ENG,16,978,3,0,0,44.44,0.21,83.78,0,0,0
left_002972,Jack Robinson,DF,Sheffield Utd,ENG,34,2885,1,1,0,65.12,0.07,71.31,0,0,0
left_002973,Jack Stacey,DF,Bournemouth,ENG,10,299,0,0,0,80,0,56.92,0,0,0
left_002974,Jack Stephens,DF,"Southampton, Bournemouth",ENG,17,1219,0,0,0,76.47,0,82.14,0,0,0
left_002975,Jackson Porozo,DF,"Troyes, Tijuana",ECU,35,2720,2,0,0,55.17,0.06,84.68,0,0,0
left_002976,Jackson Tchatchoua,"DF,MF, DF","Hellas Verona, Charleroi, Wolves",CMR,60,3548,1,4,0,62.65,0.05,75.08,0,0,0
left_002977,Jacky Donkor,"FW,MF",Excelsior,BEL,6,67,0,0,0,0,0,56.76,0,0,0
left_002978,Jacob Barrett Laursen,"DF,MF, DF",Standard Liège,DEN,18,887,0,0,0,53.85,0,75.51,0,0,0
left_002979,Jacob Brown,"MF,FW",Luton Town,SCO,19,1019,2,0,0,63.16,0.08,55.06,0,0,0
left_002980,Jacob Bruun Larsen,"MF,FW, FW,MF, FW","Hoffenheim, Burnley",DEN,48,1783,7,1,1,57.14,0.13,72.31,0,0,0
left_002981,Jacob Christensen,MF,Köln,DEN,7,219,0,0,0,60,0,77.65,0,0,0
left_002982,Jacob Murphy,"FW,DF, FW,MF, FW",Newcastle Utd,ENG,62,2730,7,10,0,48.57,0.1,65.6,0,0,0
left_002983,Jacob Ondrejka,"FW,MF, FW",Antwerp,SWE,36,2200,12,5,2,80,0.2,65.47,0,0,0
left_002984,Jacob Ramsey,"MF,FW, FW,MF, MF","Aston Villa, Newcastle Utd",ENG,53,3549,7,8,0,54.65,0.13,81.44,0,0,0
left_002985,Jacob Rasmussen,DF,Feyenoord,DEN,10,663,1,1,0,100,0.5,88.4,0,0,0
left_002986,Jacob Trenskow,"FW,MF",Heerenveen,DEN,25,1742,6,3,0,59.26,0.12,78.71,0,0,0
left_002987,Jacobo Ramón,DF,Como,ESP,4,312,0,0,0,62.5,0,91.14,0,0,0
left_002988,Jacobo Reyes,"FW,DF",Monterrey,USA,3,51,0,0,0,100,0,72.73,0,0,0
left_002989,Jacopo Fazzini,"MF,FW, MF","Empoli, Fiorentina",ITA,57,2257,1,1,0,51.11,0.02,73.02,0,0,0
left_002990,Jacopo Sala,MF,Spezia,ITA,6,112,0,0,0,0,0,78.26,0,0,0
left_002991,Jacopo Segre,DF,Torino,ITA,1,21,0,0,0,0,0,88.89,0,0,0
left_002992,Jacques Ekomie,DF,Angers,GAB,6,369,0,0,0,52.63,0,75.17,0,0,0
left_002993,Jaden Philogene Bidace,FW,Aston Villa,ENG,1,4,0,0,0,0,0,75,0,0,0
left_002994,Jadon Sancho,"FW,MF, FW","Manchester Utd, Aston Villa, Dortmund",ENG,44,2721,8,5,0,63.64,0.26,82.28,0,0,0
left_002995,Jahaziel Marchand,MF,Pachuca,MEX,9,246,0,1,0,60,0,81.75,0,0,0
left_002996,Jahnoah Markelo,"MF,FW",Go Ahead Eag,NED,5,96,0,0,0,100,0,61.36,0,0,0
left_002997,Jaiber Jiménez,DF,Cruz Azul,MEX,3,268,0,0,0,100,0,71.9,0,0,0
left_002998,Jaidon Anthony,"MF,FW, FW","Burnley, Bournemouth",ENG,39,1938,7,2,0,56.1,0.19,71.23,0,0,0
left_002999,Jailson Siqueira,"DF,MF",Celta Vigo,BRA,14,897,0,1,0,66.67,0,83.2,0,0,0
left_003000,Jaime Alvarez,"FW,MF, MF","FC Juárez, Tijuana",MEX,14,381,1,0,0,100,0.1,80,0,0,0
left_003001,Jaime Báez,"FW,MF, DF","Frosinone, Cremonese",URU,13,596,1,0,0,37.5,0.09,69.2,0,0,0
left_003002,Jaime Gómez Valencia,"MF,DF, DF,MF","FC Juárez, Querétaro",MEX,67,3436,0,3,0,58.24,0,79.45,0,0,0
left_003003,Jaime Mata,"FW,MF",Getafe,ESP,53,2224,6,2,0,67.57,0.13,63.45,0,0,0
left_003004,Jaime Pinto,"MF,FW",Farense,POR,8,231,0,0,0,66.67,0,66.67,0,0,0
left_003005,Jaime Seoane,"MF,FW",Getafe,ESP,16,326,0,0,0,40,0,77.68,0,0,0
left_003006,Jaine Barreiro,DF,León,COL,86,7358,3,3,0,64.29,0.05,79.31,0,0,0
left_003007,Jair Cortés,"DF,MF",Necaxa,MEX,19,910,0,0,0,70.27,0,64.43,0,0,0
left_003008,Jair Díaz,DF,"Mazatlán, Tijuana",MEX,74,5231,0,0,0,63.46,0,72.67,0,0,0
left_003009,Jair González,"MF,FW, MF,DF, FW","Puebla, Santos",MEX,52,1998,0,1,0,54.55,0,72.81,0,0,0
left_003010,Jairo Izquierdo,"MF,DF",Elche,ESP,1,24,0,0,0,0,0,70.59,0,0,0
left_003011,Jairo Torres,"MF,FW, FW",FC Juárez,MEX,36,2844,3,3,0,61.29,0.05,74.19,0,0,0
left_003012,Jajá,"FW,MF",Casa Pia,BRA,12,429,0,0,0,84.21,0,56.56,0,0,0
left_003013,Jaka Bijol,DF,Udinese,SVN,56,4812,3,2,0,60.98,0.09,82.39,0,0,0
left_003014,Jake O'Brien,DF,"Everton, Lyon",IRL,33,2909,4,2,0,70.97,0.18,84.69,0,0,0
left_003015,Jakob Breum,"MF,FW, FW",Go Ahead Eag,DEN,58,3509,13,7,0,59.18,0.12,72.86,0,0,0
left_003016,Jakov Medić,DF,Ajax,CRO,6,336,1,0,0,66.67,0.33,92.98,0,0,0
left_003017,Jakub Jankto,"MF,FW",Cagliari,CZE,18,872,1,2,0,75,0.08,63.64,0,0,0
left_003018,Jakub Kamiński,"FW,DF, FW,MF, MF,FW","Köln, Wolfsburg",POL,54,3071,7,4,0,59.62,0.11,75.05,0,0,0
left_003019,Jakub Kiwior,DF,"Arsenal, Spezia",POL,44,2816,2,3,0,69.39,0.12,84.3,0,0,0
left_003020,Jakub Moder,"MF, MF,DF","Brighton, Feyenoord",POL,31,1814,3,2,2,59.57,0.11,78.21,0,0,0
left_003021,Jakub Piotrowski,"MF,FW",Udinese,POL,4,191,0,0,0,50,0,83.61,0,0,0
left_003022,Jamaal Lascelles,DF,Newcastle Utd,ENG,25,1319,1,0,0,60,0.11,86.17,0,0,0
left_003023,Jamal Amofa,DF,Go Ahead Eag,NED,55,4240,1,1,0,66.67,0.12,82.74,0,0,0
left_003024,Jamal Lewis,"DF,FW",Newcastle Utd,NIR,2,11,0,0,0,0,0,85.71,0,0,0
left_003025,Jamal Lowe,"MF,FW",Bournemouth,JAM,2,12,0,0,0,0,0,50,0,0,0
left_003026,Jamal Musiala,"MF,FW",Bayern Munich,GER,57,3953,22,15,0,64.86,0.18,82.57,0,0,0
left_003027,James Abankwah,DF,Udinese,IRL,2,63,0,0,0,100,0,79.31,0,0,0
left_003028,James Bree,DF,Southampton,ENG,5,367,0,0,0,60,0,74.72,0,0,0
left_003029,James Garner,"MF, MF,DF, DF,MF",Everton,ENG,59,4348,2,4,0,60.34,0.03,76.94,0,0,0
left_003030,James Hill,DF,Bournemouth,ENG,11,336,0,0,0,83.33,0,67.4,0,0,0
left_003031,James Jeggo,MF,Eupen,AUS,14,902,0,0,0,52,0,78.12,0,0,0
left_003032,James Justin,DF,"Leicester City, Leeds United",ENG,16,1271,0,0,0,90,0,81.49,0,0,0
left_003033,James Lawrence,DF,Almere City,WAL,26,1755,0,1,0,56,0,84.78,0,0,0
left_003034,James Lea Siliki,"MF,FW",Estoril,CMR,22,803,3,0,0,80,0.19,59.57,0,0,0
left_003035,James Maddison,"MF,FW, MF","Leicester City, Tottenham",ENG,58,4615,14,18,1,53.57,0.1,77.51,0,0,0
left_003036,James McArthur,MF,Crystal Palace,SCO,4,54,0,0,0,100,0,78.85,0,0,0
left_003037,James McConnell,MF,Liverpool,ENG,3,4,0,0,0,0,0,83.33,0,0,0
left_003038,James Mcatee,"MF,FW, MF","Manchester City, Sheffield Utd, ""Nottham Forest""",ENG,35,1952,3,3,1,67.65,0.12,70.44,0,0,0
left_003039,James Milner,"MF, MF,DF, DF,MF","Brighton, Liverpool",ENG,50,1813,1,3,1,67.35,0.08,80.41,0,0,0
left_003040,James Ndjeungoue,DF,Kortrijk,CMR,4,222,0,0,0,42.86,0,66.15,0,0,0
left_003041,James Rodríguez,"MF,FW",León,COL,16,1222,2,6,1,70,0.08,79.42,0,0,0
left_003042,James Sands,MF,St. Pauli,USA,5,446,0,0,0,41.18,0,76.89,0,0,0
left_003043,James Shea,GK,Luton Town,ENG,1,15,0,0,0,0,0,66.67,100,0,0
left_003044,James Tarkowski,DF,Everton,ENG,82,7379,2,2,0,61.48,0.03,79.05,0,0,0
left_003045,James Tomkins,DF,Crystal Palace,ENG,10,348,1,0,0,50,0.33,81.25,0,0,0
left_003046,James Trafford,GK,"Manchester City, Burnley",ENG,31,2790,0,0,0,50,0,66.12,64.64,9.68,0
left_003047,James Ward-Prowse,MF,"Southampton, West Ham",ENG,80,6785,16,11,4,59.65,0.19,80.84,0,0,0
left_003048,Jamie Donley,FW,Tottenham,NIR,3,3,0,0,0,0,0,100,0,0,0
left_003049,Jamie Gittens,"FW,MF, FW","Chelsea, Dortmund",ENG,44,1736,4,5,0,50,0.06,77.63,0,0,0
left_003050,Jamie Jacobs,MF,Cambuur,NED,27,1502,2,0,0,40.54,0.04,65.1,0,0,0
left_003051,Jamie Leweling,"FW,MF, FW","Union Berlin, Stuttgart",GER,55,2167,5,8,0,56.52,0.08,76.54,0,0,0
left_003052,Jamie Vardy,FW,"Leicester City, Cremonese",ENG,38,1889,3,4,0,55.56,0.11,52.79,0,0,0
left_003053,Jamil Siebert,DF,Lecce,GER,1,78,0,0,0,0,0,97.37,0,0,0
left_003054,Jamiro Monteiro,MF,Zwolle,CPV,28,1977,2,2,0,56.45,0.12,83.9,0,0,0
left_003055,Jan Bednarek,DF,"Southampton, Aston Villa",POL,23,1772,0,0,0,80,0,83.99,0,0,0
left_003056,Jan Bekkema,GK,Heerenveen,NED,1,1,0,0,0,0,0,50,0,100,0
left_003057,Jan Carmona,"FW,DF, MF,FW",FC Juárez,MEX,4,149,0,0,0,0,0,66,0,0,0
left_003058,Jan Gorenc,DF,Eupen,SVN,3,176,0,0,0,33.33,0,75.82,0,0,0
left_003059,Jan Král,DF,Eupen,CZE,29,1271,1,1,0,57.89,0.07,76.21,0,0,0
left_003060,Jan Oblak,GK,Atlético Madrid,SVN,73,6542,0,0,0,0,0,71.71,70.12,34.25,0
left_003061,Jan Olschowsky,GK,Gladbach,GER,4,360,0,0,0,0,0,82.39,64.52,0,0
left_003062,Jan Paul van Hecke,DF,Brighton,NED,42,3204,0,0,0,58.06,0,91.58,0,0,0
left_003063,Jan Plug,DF,Feyenoord,NED,1,2,0,0,0,0,0,71.43,0,0,0
left_003064,Jan Salas,MF,Mallorca,ESP,2,17,0,0,0,0,0,60,0,0,0
left_003065,Jan Schöppner,"MF, MF,DF",Heidenheim,GER,30,2335,2,2,0,52.73,0.11,66.32,0,0,0
left_003066,Jan Thielmann,"FW,DF, FW,MF, FW",Köln,GER,51,2819,5,3,0,70,0.08,65.41,0,0,0
left_003067,Jan Van den Bergh,DF,NAC Breda,BEL,30,2700,2,4,0,58.46,0.08,73.29,0,0,0
left_003068,Jan Vertonghen,DF,"Benfica, Anderlecht",BEL,56,4806,4,1,0,56,0.11,85.6,0,0,0
left_003069,Jan Virgili,MF,Mallorca,ESP,3,58,0,1,0,100,0,74.07,0,0,0
left_003070,Jan Ziółkowski,DF,Roma,POL,1,20,0,0,0,100,0,50,0,0,0
left_003071,Jan de Boer,GK,Groningen,NED,3,226,0,0,0,0,0,32.14,61.29,0,0
left_003072,Jan Žambůrek,MF,Heracles Almelo,CZE,20,935,0,1,0,46.43,0,74.75,0,0,0
left_003073,Jan-Carlo Simic,DF,"Anderlecht, Milan",SRB,28,2137,4,0,0,55.56,0.33,86.76,0,0,0
left_003074,Jan-Niklas Beste,"FW,DF, FW,MF, FW","Freiburg, Heidenheim, Benfica",GER,47,3340,8,12,0,66.99,0.14,62.51,0,0,0
left_003075,Jandro Orellana,MF,Estoril,ESP,23,1018,1,1,0,52.63,0.11,85.33,0,0,0
left_003076,Janik Haberer,"MF, MF,DF",Union Berlin,GER,58,3770,6,2,0,59.72,0.12,73.25,0,0,0
left_003077,Janis Antiste,FW,Sassuolo,FRA,2,52,1,0,0,0,1,72.22,0,0,0
left_003078,Janis Blaswich,GK,RB Leipzig,GER,47,4230,0,0,0,100,0,86.9,60.26,25.53,9.09
left_003079,Jannes Horn,"DF,FW",Bochum,GER,2,59,0,0,0,50,0,78.95,0,0,0
left_003080,Jannes Van Hecke,"MF,DF, DF,MF",Mechelen,BEL,45,1988,0,0,0,67.8,0,78.27,0,0,0
left_003081,Jannes Wieckhoff,DF,Heracles Almelo,GER,39,2611,0,3,0,64.63,0,79.06,0,0,0
left_003082,Jannik Müller,"DF,MF",Darmstadt 98,GER,16,1134,0,0,0,48.48,0,77.23,0,0,0
left_003083,Jaouen Hadjam,DF,Nantes,ALG,21,917,0,1,0,75.76,0,78.97,0,0,0
left_003084,Japhet Tanganga,DF,Tottenham,ENG,4,146,0,0,0,66.67,0,89.13,0,0,0
left_003085,Jardel,"FW,MF",Vizela,GNB,13,185,0,1,0,50,0,75.36,0,0,0
left_003086,Jarell Quansah,DF,"Liverpool, Leverkusen",ENG,22,1640,3,0,0,87.5,0.33,88.38,0,0,0
left_003087,Jari De Busser,GK,Go Ahead Eag,BEL,16,1440,0,0,0,0,0,73.97,75,31.25,0
left_003088,Jari Vandeputte,MF,Cremonese,BEL,5,256,0,1,0,57.14,0,68.69,0,0,0
left_003089,Jari Vlak,MF,Emmen,NED,31,1685,1,0,0,48.65,0.06,74.81,0,0,0
left_003090,Jarne Steuckers,"MF,FW, FW","Sint-Truiden, Genk",BEL,59,4977,12,12,5,55.56,0.15,74.49,0,0,0
left_003091,Jarrad Branthwaite,DF,"Everton, PSV Eindhoven",ENG,62,5108,5,1,0,51.69,0.16,83.25,0,0,0
left_003092,Jarrod Bowen,"FW,MF, FW",West Ham,ENG,78,6792,25,11,1,54.02,0.15,66.18,0,0,0
left_003093,Jasin Assehnoun,FW,Emmen,FIN,29,731,1,1,0,63.64,0.06,75.46,0,0,0
left_003094,Jason,"FW,MF",Arouca,ESP,66,4818,11,6,1,62.5,0.09,64.14,0,0,0
left_003095,Jason Bahamboula,MF,Vitória,CGO,1,9,0,0,0,0,0,0,0,0,0
left_003096,Jason Berthomier,MF,Clermont Foot,FRA,2,23,0,0,0,0,0,100,0,0,0
left_003097,Jason Davidson,DF,Eupen,AUS,61,4992,1,0,0,73.56,0.03,71.45,0,0,0
left_003098,Jason Lokilo,"FW,MF, FW","Vizela, ""Sparta Rdam""",BEL,17,972,1,1,0,55.56,0.06,78.59,0,0,0
left_003099,Jason Mbock,"MF,FW",Angers,FRA,2,25,0,0,0,0,0,60,0,0,0
left_003100,Jason Steele,GK,Brighton,ENG,32,2880,0,1,0,0,0,86.33,59.54,25,20
left_003101,Jason Van Duiven,"FW,MF",Almere City,NED,13,292,0,0,0,50,0,49.37,0,0,0
left_003102,Jasper Cillessen,GK,NEC Nijmegen,NED,62,5520,0,0,0,0,0,66.21,72.45,22.58,11.11
left_003103,Jasper Dahlhaus,"DF,FW",Fortuna Sittard,NED,31,1761,2,2,0,60.98,0.12,67.82,0,0,0
left_003104,Jasper Schendelaar,GK,Zwolle,NED,62,5580,0,2,0,100,0,66.44,67.78,17.74,16.67
left_003105,Jasper Ter Heide,"MF,FW",Cambuur,NED,4,90,1,0,0,100,1,55.56,0,0,0
left_003106,Jasper Van Oudenhove,"MF,DF",Dender,BEL,7,153,0,0,0,50,0,61.02,0,0,0
left_003107,Jastin García,FW,Girona,ESP,3,32,0,0,0,0,0,63.64,0,0,0
left_003108,Jaume Costa,DF,Mallorca,ESP,62,4281,0,2,0,63.64,0,73.49,0,0,0
left_003109,Jaume Doménech,GK,Valencia,ESP,2,79,0,0,0,0,0,41.94,75,0,0
left_003110,Jaume Grau,MF,AVS Futebol,ESP,29,2119,2,2,0,61.54,0.14,79.53,0,0,0
left_003111,Javairô Dilrosun,"FW,MF","América, Feyenoord",NED,71,3860,8,11,0,65.96,0.09,78.08,0,0,0
left_003112,Javi Galán,DF,"Celta Vigo, Atlético Madrid, Real Sociedad",ESP,60,4427,0,4,0,66.89,0,77.91,0,0,0
left_003113,Javi Hernández,DF,"Girona, Cádiz",ESP,55,3630,2,4,0,56.25,0.04,75.25,0,0,0
left_003114,Javi López,DF,"Oviedo, Alavés",ESP,33,2450,1,3,0,52.17,0.06,68.83,0,0,0
left_003115,Javi Montero,DF,Arouca,ESP,29,2587,1,1,0,71.43,0.2,84.04,0,0,0
left_003116,Javi Puado,"FW,MF",Espanyol,ESP,44,2911,9,2,1,54.17,0.13,76.67,0,0,0
left_003117,Javi Rodríguez,DF,Celta Vigo,ESP,6,396,0,0,0,63.64,0,91.1,0,0,0
left_003118,Javi Sánchez,DF,Valladolid,ESP,32,2392,1,0,0,60.47,0.11,81.87,0,0,0
left_003119,Javier Aquino,"DF, DF,FW",UANL,MEX,81,6681,0,5,0,64,0,80.87,0,0,0
left_003120,Javier Eduardo López,"MF,FW",Pachuca,MEX,54,2021,10,8,0,66.67,0.19,76.86,0,0,0
left_003121,Javier Guerra,MF,Valencia,ESP,53,3531,5,3,0,50.65,0.08,74.03,0,0,0
left_003122,Javier Güemez,MF,"Santos, Atlético",MEX,98,7521,6,11,0,58.64,0.06,82.63,0,0,0
left_003123,Javier Hernández,FW,Guadalajara,MEX,23,1139,2,1,0,57.14,0.09,71.76,0,0,0
left_003124,Javier Ibarra,MF,León,MEX,5,69,0,0,0,0,0,75,0,0,0
left_003125,Javier Llabrés,"MF,FW, MF, FW",Mallorca,ESP,18,268,1,0,0,33.33,0.11,66.67,0,0,0
left_003126,Javier Manquillo,"DF,MF, DF","Newcastle Utd, Celta Vigo",ESP,16,781,0,1,0,72.22,0,81.94,0,0,0
left_003127,Javier Marcelo Correa,"FW,DF, FW,MF",Santos,ARG,45,2044,13,1,1,56.52,0.12,66.1,0,0,0
left_003128,Javier Muñoz,"MF,FW, MF","Getafe, Las Palmas",ESP,40,2791,2,3,0,54.55,0.05,78.96,0,0,0
left_003129,Javier Pastore,MF,Elche,ARG,1,5,0,0,0,0,0,75,0,0,0
left_003130,Javier Rueda Garcia,"MF,DF, DF,MF",Celta Vigo,ESP,7,360,1,2,0,75,0.25,74.88,0,0,0
left_003131,Javier Salas,"MF,FW, MF",FC Juárez,MEX,54,3901,0,0,0,60,0,87.41,0,0,0
left_003132,Jawad El Yamiq,DF,Valladolid,MAR,25,1608,1,0,0,64.71,0.06,81.07,0,0,0
left_003133,Jay Gorter,GK,Ajax,NED,8,665,0,0,0,0,0,79.34,51.43,12.5,
left_003134,Jay Idzes,"DF,MF, DF","Sassuolo, Go Ahead Eag",IDN,37,3302,1,0,0,55.77,0.04,85.09,0,0,0
left_003135,Jay Rodriguez,FW,Burnley,ENG,21,822,2,1,1,64.29,0.1,65.74,0,0,0
left_003136,Jay Stansfield,FW,Fulham,ENG,3,87,0,0,0,0,0,39.13,0,0,0
left_003137,Jay-David Mbalanda,FW,Sint-Truiden,FRA,3,19,0,0,0,100,0,75,0,0,0
left_003138,Jay-Dee Geusens,FW,Genk,BEL,1,3,0,0,0,0,0,100,0,0,0
left_003139,Jaydee Canvot,"MF,DF",Toulouse,FRA,2,180,0,0,0,50,0,91.51,0,0,0
left_003140,Jayden Addai,"FW,DF, FW","Como, AZ Alkmaar",NED,28,714,2,0,0,66.67,0.08,69.12,0,0,0
left_003141,Jayden Bogle,DF,"Sheffield Utd, Leeds United",ENG,40,3312,3,0,0,53.66,0.08,71.42,0,0,0
left_003142,Jayden Braaf,"MF,FW, FW,MF","Hellas Verona, Fortuna Sittard",NED,12,337,0,0,0,60,0,78.26,0,0,0
left_003143,Jayden Danns,FW,Liverpool,ENG,2,9,0,0,0,0,0,71.43,0,0,0
left_003144,Jaydon Amauri Banel,"FW,MF, FW",Ajax,NED,6,157,0,1,0,66.67,0,74.29,0,0,0
left_003145,Jaziel Martínez,"MF,FW, MF","Monterrey, Atlas",MEX,33,1137,2,3,0,48.48,0.12,81.99,0,0,0
left_003146,Jaïro Riedewald,"MF,FW, DF,MF","Crystal Palace, Antwerp",NED,30,1118,0,0,0,57.14,0,82.89,0,0,0
left_003147,Jean Butez,GK,"Como, Antwerp",FRA,69,6210,0,0,0,0,0,78.06,73.08,46.38,0
left_003148,Jean Felipe,"MF,DF",Estrela,BRA,23,1151,1,2,0,75,0.1,68.66,0,0,0
left_003149,Jean Gorby,MF,Braga,FRA,31,1333,1,0,0,44.83,0.08,85.78,0,0,0
left_003150,Jean Harisson Marcelin,DF,Cercle Brugge,MAD,15,749,0,1,0,68.18,0,69.13,0,0,0
left_003151,Jean Lucas,MF,Monaco,BRA,6,291,0,0,0,55.56,0,87.01,0,0,0
left_003152,Jean Mattéo Bahoya,"MF,FW, FW,MF, FW","Angers, Eint Frankfurt",FRA,22,717,2,1,0,33.33,0.17,78.91,0,0,0
left_003153,Jean Meneses,"MF,FW, FW,MF, FW",Toluca,CHI,69,5113,14,15,0,60.47,0.11,78.07,0,0,0
left_003154,Jean Onana,"MF, MF,DF","Marseille, Lens",CMR,34,1376,1,0,0,60.78,0.06,86.54,0,0,0
left_003155,Jean Thierry Lazare,"MF,FW, MF","Standard Liège, Union SG",CIV,72,4428,3,8,0,62.07,0.05,72.63,0,0,0
left_003156,Jean-Charles Castelletto,DF,Nantes,CMR,60,5032,2,0,0,67.53,0.11,83.93,0,0,0
left_003157,Jean-Clair Todibo,DF,"West Ham, Nice",FRA,66,5647,0,2,0,56.2,0,89.13,0,0,0
left_003158,Jean-Claude Billong,MF,Clermont Foot,CMR,1,23,0,0,0,0,0,97.06,0,0,0
left_003159,Jean-Daniel Akpa-Akpro,"MF,FW, MF","Hellas Verona, Empoli, Monza",CIV,47,2258,1,1,0,65.33,0.04,77.45,0,0,0
left_003160,Jean-Eudes Aholou,MF,Strasbourg,CIV,30,1300,3,1,0,58.82,0.14,75.51,0,0,0
