Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty,TklW_Percent
James Sands,USA,['St. Pauli'],['MF'],5,446.0,0,0,0,0.0,76.89,0.0,0.0,0.0,41.18
James Shea,ENG,['Luton Town'],['GK'],1,15.0,0,0,0,0.0,66.67,100.0,0.0,0.0,0.0
James Tarkowski,ENG,['Everton'],['DF'],82,7379.0,2,2,0,0.03,79.05,0.0,0.0,0.0,61.48
James Tomkins,ENG,['Crystal Palace'],['DF'],10,348.0,1,0,0,0.33,81.25,0.0,0.0,0.0,50.0
James Trafford,ENG,"['Manchester City', 'Burnley']",['GK'],31,2790.0,0,0,0,0.0,66.12,64.64,9.68,0.0,50.0
James Ward-Prowse,ENG,"['Southampton', 'West Ham']",['MF'],80,6785.0,16,11,4,0.19,80.84,0.0,0.0,0.0,59.65
Jamie Donley,NIR,['Tottenham'],['FW'],3,3.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Jamie Gittens,ENG,"['Chelsea', 'Dortmund']","['FW,MF', 'FW']",44,1736.0,4,5,0,0.06,77.63,0.0,0.0,0.0,50.0
Jamie Jacobs,NED,['Cambuur'],['MF'],27,1502.0,2,0,0,0.04,65.1,0.0,0.0,0.0,40.54
Jamie Leweling,GER,"['Union Berlin', 'Stuttgart']","['FW,MF', 'FW']",55,2167.0,5,8,0,0.08,76.54,0.0,0.0,0.0,56.52
Jamie Vardy,ENG,"['Leicester City', 'Cremonese']",['FW'],38,1889.0,3,4,0,0.11,52.79,0.0,0.0,0.0,55.56
Jamil Siebert,GER,['Lecce'],['DF'],1,78.0,0,0,0,0.0,97.37,0.0,0.0,0.0,0.0
Jamiro Monteiro,CPV,['Zwolle'],['MF'],28,1977.0,2,2,0,0.12,83.9,0.0,0.0,0.0,56.45
Jan Bednarek,POL,"['Southampton', 'Aston Villa']",['DF'],23,1772.0,0,0,0,0.0,83.99,0.0,0.0,0.0,80.0
Jan Bekkema,NED,['Heerenveen'],['GK'],1,1.0,0,0,0,0.0,50.0,0.0,100.0,0.0,0.0
Jan Carmona,MEX,['FC Juárez'],"['FW,DF', 'MF,FW']",4,149.0,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0
Jan Gorenc,SVN,['Eupen'],['DF'],3,176.0,0,0,0,0.0,75.82,0.0,0.0,0.0,33.33
Jan Král,CZE,['Eupen'],['DF'],29,1271.0,1,1,0,0.07,76.21,0.0,0.0,0.0,57.89
Jan Oblak,SVN,['Atlético Madrid'],['GK'],73,6542.0,0,0,0,0.0,71.71,70.12,34.25,0.0,0.0
Jan Olschowsky,GER,['Gladbach'],['GK'],4,360.0,0,0,0,0.0,82.39,64.52,0.0,0.0,0.0
Jan Paul van Hecke,NED,['Brighton'],['DF'],42,3204.0,0,0,0,0.0,91.58,0.0,0.0,0.0,58.06
Jan Plug,NED,['Feyenoord'],['DF'],1,2.0,0,0,0,0.0,71.43,0.0,0.0,0.0,0.0
Jan Salas,ESP,['Mallorca'],['MF'],2,17.0,0,0,0,0.0,60.0,0.0,0.0,0.0,0.0
Jan Schöppner,GER,['Heidenheim'],"['MF', 'MF,DF']",30,2335.0,2,2,0,0.11,66.32,0.0,0.0,0.0,52.73
Jan Thielmann,GER,['Köln'],"['FW,DF', 'FW,MF', 'FW']",51,2819.0,5,3,0,0.08,65.41,0.0,0.0,0.0,70.0
Jan Van den Bergh,BEL,['NAC Breda'],['DF'],30,2700.0,2,4,0,0.08,73.29,0.0,0.0,0.0,58.46
Jan Vertonghen,BEL,"['Benfica', 'Anderlecht']",['DF'],56,4806.0,4,1,0,0.11,85.6,0.0,0.0,0.0,56.0
Jan Virgili,ESP,['Mallorca'],['MF'],3,58.0,0,1,0,0.0,74.07,0.0,0.0,0.0,100.0
Jan Ziółkowski,POL,['Roma'],['DF'],1,20.0,0,0,0,0.0,50.0,0.0,0.0,0.0,100.0
Jan de Boer,NED,['Groningen'],['GK'],3,226.0,0,0,0,0.0,32.14,61.29,0.0,0.0,0.0
Jan Žambůrek,CZE,['Heracles Almelo'],['MF'],20,935.0,0,1,0,0.0,74.75,0.0,0.0,0.0,46.43
Jan-Carlo Simic,SRB,"['Anderlecht', 'Milan']",['DF'],28,2137.0,4,0,0,0.33,86.76,0.0,0.0,0.0,55.56
Jan-Niklas Beste,GER,"['Freiburg', 'Heidenheim', 'Benfica']","['FW,DF', 'FW,MF', 'FW']",47,3340.0,8,12,0,0.14,62.51,0.0,0.0,0.0,66.99
Jandro Orellana,ESP,['Estoril'],['MF'],23,1018.0,1,1,0,0.11,85.33,0.0,0.0,0.0,52.63
Janik Haberer,GER,['Union Berlin'],"['MF', 'MF,DF']",58,3770.0,6,2,0,0.12,73.25,0.0,0.0,0.0,59.72
Janis Antiste,FRA,['Sassuolo'],['FW'],2,52.0,1,0,0,1.0,72.22,0.0,0.0,0.0,0.0
Janis Blaswich,GER,['RB Leipzig'],['GK'],47,4230.0,0,0,0,0.0,86.9,60.26,25.53,9.09,100.0
Jannes Horn,GER,['Bochum'],"['DF,FW']",2,59.0,0,0,0,0.0,78.95,0.0,0.0,0.0,50.0
Jannes Van Hecke,BEL,['Mechelen'],"['MF,DF', 'DF,MF']",45,1988.0,0,0,0,0.0,78.27,0.0,0.0,0.0,67.8
Jannes Wieckhoff,GER,['Heracles Almelo'],['DF'],39,2611.0,0,3,0,0.0,79.06,0.0,0.0,0.0,64.63
Jannik Müller,GER,['Darmstadt 98'],"['DF,MF']",16,1134.0,0,0,0,0.0,77.23,0.0,0.0,0.0,48.48
Jaouen Hadjam,ALG,['Nantes'],['DF'],21,917.0,0,1,0,0.0,78.97,0.0,0.0,0.0,75.76
Japhet Tanganga,ENG,['Tottenham'],['DF'],4,146.0,0,0,0,0.0,89.13,0.0,0.0,0.0,66.67
Jardel,GNB,['Vizela'],"['FW,MF']",13,185.0,0,1,0,0.0,75.36,0.0,0.0,0.0,50.0
Jarell Quansah,ENG,"['Liverpool', 'Leverkusen']",['DF'],22,1640.0,3,0,0,0.33,88.38,0.0,0.0,0.0,87.5
Jari De Busser,BEL,['Go Ahead Eag'],['GK'],16,1440.0,0,0,0,0.0,73.97,75.0,31.25,0.0,0.0
Jari Vandeputte,BEL,['Cremonese'],['MF'],5,256.0,0,1,0,0.0,68.69,0.0,0.0,0.0,57.14
Jari Vlak,NED,['Emmen'],['MF'],31,1685.0,1,0,0,0.06,74.81,0.0,0.0,0.0,48.65
Jarne Steuckers,BEL,"['Sint-Truiden', 'Genk']","['MF,FW', 'FW']",59,4977.0,12,12,5,0.15,74.49,0.0,0.0,0.0,55.56
Jarrad Branthwaite,ENG,"['Everton', 'PSV Eindhoven']",['DF'],62,5108.0,5,1,0,0.16,83.25,0.0,0.0,0.0,51.69
Jarrod Bowen,ENG,['West Ham'],"['FW,MF', 'FW']",78,6792.0,25,11,1,0.15,66.18,0.0,0.0,0.0,54.02
Jasin Assehnoun,FIN,['Emmen'],['FW'],29,731.0,1,1,0,0.06,75.46,0.0,0.0,0.0,63.64
Jason,ESP,['Arouca'],"['FW,MF']",66,4818.0,11,6,1,0.09,64.14,0.0,0.0,0.0,62.5
Jason Bahamboula,CGO,['Vitória'],['MF'],1,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Berthomier,FRA,['Clermont Foot'],['MF'],2,23.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Jason Davidson,AUS,['Eupen'],['DF'],61,4992.0,1,0,0,0.03,71.45,0.0,0.0,0.0,73.56
Jason Lokilo,BEL,"['Vizela', ""Sparta R'dam""]","['FW,MF', 'FW']",17,972.0,1,1,0,0.06,78.59,0.0,0.0,0.0,55.56
Jason Mbock,FRA,['Angers'],"['MF,FW']",2,25.0,0,0,0,0.0,60.0,0.0,0.0,0.0,0.0
Jason Steele,ENG,['Brighton'],['GK'],32,2880.0,0,1,0,0.0,86.33,59.54,25.0,20.0,0.0
Jason Van Duiven,NED,['Almere City'],"['FW,MF']",13,292.0,0,0,0,0.0,49.37,0.0,0.0,0.0,50.0
Jasper Cillessen,NED,['NEC Nijmegen'],['GK'],62,5520.0,0,0,0,0.0,66.21,72.45,22.58,11.11,0.0
Jasper Dahlhaus,NED,['Fortuna Sittard'],"['DF,FW']",31,1761.0,2,2,0,0.12,67.82,0.0,0.0,0.0,60.98
Jasper Schendelaar,NED,['Zwolle'],['GK'],62,5580.0,0,2,0,0.0,66.44,67.78,17.74,16.67,100.0
Jasper Ter Heide,NED,['Cambuur'],"['MF,FW']",4,90.0,1,0,0,1.0,55.56,0.0,0.0,0.0,100.0
Jasper Van Oudenhove,BEL,['Dender'],"['MF,DF']",7,153.0,0,0,0,0.0,61.02,0.0,0.0,0.0,50.0
Jastin García,ESP,['Girona'],['FW'],3,32.0,0,0,0,0.0,63.64,0.0,0.0,0.0,0.0
Jaume Costa,ESP,['Mallorca'],['DF'],62,4281.0,0,2,0,0.0,73.49,0.0,0.0,0.0,63.64
Jaume Doménech,ESP,['Valencia'],['GK'],2,79.0,0,0,0,0.0,41.94,75.0,0.0,0.0,0.0
Jaume Grau,ESP,['AVS Futebol'],['MF'],29,2119.0,2,2,0,0.14,79.53,0.0,0.0,0.0,61.54
Javairô Dilrosun,NED,"['América', 'Feyenoord']","['FW,MF']",71,3860.0,8,11,0,0.09,78.08,0.0,0.0,0.0,65.96
Javi Galán,ESP,"['Celta Vigo', 'Atlético Madrid', 'Real Sociedad']",['DF'],60,4427.0,0,4,0,0.0,77.91,0.0,0.0,0.0,66.89
Javi Hernández,ESP,"['Girona', 'Cádiz']",['DF'],55,3630.0,2,4,0,0.04,75.25,0.0,0.0,0.0,56.25
Javi López,ESP,"['Oviedo', 'Alavés']",['DF'],33,2450.0,1,3,0,0.06,68.83,0.0,0.0,0.0,52.17
Javi Montero,ESP,['Arouca'],['DF'],29,2587.0,1,1,0,0.2,84.04,0.0,0.0,0.0,71.43
Javi Puado,ESP,['Espanyol'],"['FW,MF']",44,2911.0,9,2,1,0.13,76.67,0.0,0.0,0.0,54.17
Javi Rodríguez,ESP,['Celta Vigo'],['DF'],6,396.0,0,0,0,0.0,91.1,0.0,0.0,0.0,63.64
Javi Sánchez,ESP,['Valladolid'],['DF'],32,2392.0,1,0,0,0.11,81.87,0.0,0.0,0.0,60.47
Javier Aquino,MEX,['UANL'],"['DF', 'DF,FW']",81,6681.0,0,5,0,0.0,80.87,0.0,0.0,0.0,64.0
Javier Eduardo López,MEX,['Pachuca'],"['MF,FW']",54,2021.0,10,8,0,0.19,76.86,0.0,0.0,0.0,66.67
Javier Guerra,ESP,['Valencia'],['MF'],53,3531.0,5,3,0,0.08,74.03,0.0,0.0,0.0,50.65
Javier Güemez,MEX,"['Santos', 'Atlético']",['MF'],98,7521.0,6,11,0,0.06,82.63,0.0,0.0,0.0,58.64
Javier Hernández,MEX,['Guadalajara'],['FW'],23,1139.0,2,1,0,0.09,71.76,0.0,0.0,0.0,57.14
Javier Ibarra,MEX,['León'],['MF'],5,69.0,0,0,0,0.0,75.0,0.0,0.0,0.0,0.0
Javier Llabrés,ESP,['Mallorca'],"['MF,FW', 'MF', 'FW']",18,268.0,1,0,0,0.11,66.67,0.0,0.0,0.0,33.33
Javier Manquillo,ESP,"['Newcastle Utd', 'Celta Vigo']","['DF,MF', 'DF']",16,781.0,0,1,0,0.0,81.94,0.0,0.0,0.0,72.22
Javier Marcelo Correa,ARG,['Santos'],"['FW,DF', 'FW,MF']",45,2044.0,13,1,1,0.12,66.1,0.0,0.0,0.0,56.52
Javier Muñoz,ESP,"['Getafe', 'Las Palmas']","['MF,FW', 'MF']",40,2791.0,2,3,0,0.05,78.96,0.0,0.0,0.0,54.55
Javier Pastore,ARG,['Elche'],['MF'],1,5.0,0,0,0,0.0,75.0,0.0,0.0,0.0,0.0
Javier Rueda Garcia,ESP,['Celta Vigo'],"['MF,DF', 'DF,MF']",7,360.0,1,2,0,0.25,74.88,0.0,0.0,0.0,75.0
Javier Salas,MEX,['FC Juárez'],"['MF,FW', 'MF']",54,3901.0,0,0,0,0.0,87.41,0.0,0.0,0.0,60.0
Jawad El Yamiq,MAR,['Valladolid'],['DF'],25,1608.0,1,0,0,0.06,81.07,0.0,0.0,0.0,64.71
Jay Gorter,NED,['Ajax'],['GK'],8,665.0,0,0,0,0.0,79.34,51.43,12.5,,0.0
Jay Idzes,IDN,"['Sassuolo', 'Go Ahead Eag']","['DF,MF', 'DF']",37,3302.0,1,0,0,0.04,85.09,0.0,0.0,0.0,55.77
Jay Rodriguez,ENG,['Burnley'],['FW'],21,822.0,2,1,1,0.1,65.74,0.0,0.0,0.0,64.29
Jay Stansfield,ENG,['Fulham'],['FW'],3,87.0,0,0,0,0.0,39.13,0.0,0.0,0.0,0.0
Jay-David Mbalanda,FRA,['Sint-Truiden'],['FW'],3,19.0,0,0,0,0.0,75.0,0.0,0.0,0.0,100.0
Jay-Dee Geusens,BEL,['Genk'],['FW'],1,3.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Jaydee Canvot,FRA,['Toulouse'],"['MF,DF']",2,180.0,0,0,0,0.0,91.51,0.0,0.0,0.0,50.0
Jayden Addai,NED,"['Como', 'AZ Alkmaar']","['FW,DF', 'FW']",28,714.0,2,0,0,0.08,69.12,0.0,0.0,0.0,66.67
Jayden Bogle,ENG,"['Sheffield Utd', 'Leeds United']",['DF'],40,3312.0,3,0,0,0.08,71.42,0.0,0.0,0.0,53.66
Jayden Braaf,NED,"['Hellas Verona', 'Fortuna Sittard']","['MF,FW', 'FW,MF']",12,337.0,0,0,0,0.0,78.26,0.0,0.0,0.0,60.0
Jayden Danns,ENG,['Liverpool'],['FW'],2,9.0,0,0,0,0.0,71.43,0.0,0.0,0.0,0.0
Jaydon Amauri Banel,NED,['Ajax'],"['FW,MF', 'FW']",6,157.0,0,1,0,0.0,74.29,0.0,0.0,0.0,66.67
Jaziel Martínez,MEX,"['Monterrey', 'Atlas']","['MF,FW', 'MF']",33,1137.0,2,3,0,0.12,81.99,0.0,0.0,0.0,48.48
Jaïro Riedewald,NED,"['Crystal Palace', 'Antwerp']","['MF,FW', 'DF,MF']",30,1118.0,0,0,0,0.0,82.89,0.0,0.0,0.0,57.14
Jean Butez,FRA,"['Como', 'Antwerp']",['GK'],69,6210.0,0,0,0,0.0,78.06,73.08,46.38,0.0,0.0
Jean Felipe,BRA,['Estrela'],"['MF,DF']",23,1151.0,1,2,0,0.1,68.66,0.0,0.0,0.0,75.0
Jean Gorby,FRA,['Braga'],['MF'],31,1333.0,1,0,0,0.08,85.78,0.0,0.0,0.0,44.83
Jean Harisson Marcelin,MAD,['Cercle Brugge'],['DF'],15,749.0,0,1,0,0.0,69.13,0.0,0.0,0.0,68.18
Jean Lucas,BRA,['Monaco'],['MF'],6,291.0,0,0,0,0.0,87.01,0.0,0.0,0.0,55.56
Jean Mattéo Bahoya,FRA,"['Angers', 'Eint Frankfurt']","['MF,FW', 'FW,MF', 'FW']",22,717.0,2,1,0,0.17,78.91,0.0,0.0,0.0,33.33
Jean Meneses,CHI,['Toluca'],"['MF,FW', 'FW,MF', 'FW']",69,5113.0,14,15,0,0.11,78.07,0.0,0.0,0.0,60.47
Jean Onana,CMR,"['Marseille', 'Lens']","['MF', 'MF,DF']",34,1376.0,1,0,0,0.06,86.54,0.0,0.0,0.0,60.78
Jean Thierry Lazare,CIV,"['Standard Liège', 'Union SG']","['MF,FW', 'MF']",72,4428.0,3,8,0,0.05,72.63,0.0,0.0,0.0,62.07
Jean-Charles Castelletto,CMR,['Nantes'],['DF'],60,5032.0,2,0,0,0.11,83.93,0.0,0.0,0.0,67.53
Jean-Clair Todibo,FRA,"['West Ham', 'Nice']",['DF'],66,5647.0,0,2,0,0.0,89.13,0.0,0.0,0.0,56.2
Jean-Claude Billong,CMR,['Clermont Foot'],['MF'],1,23.0,0,0,0,0.0,97.06,0.0,0.0,0.0,0.0
Jean-Daniel Akpa-Akpro,CIV,"['Hellas Verona', 'Empoli', 'Monza']","['MF,FW', 'MF']",47,2258.0,1,1,0,0.04,77.45,0.0,0.0,0.0,65.33
Jean-Eudes Aholou,CIV,['Strasbourg'],['MF'],30,1300.0,3,1,0,0.14,75.51,0.0,0.0,0.0,58.82
Jean-Kevin Duverne,HAI,"['Kortrijk', 'Nantes', 'Brest']","['DF,MF', 'DF']",60,4493.0,3,0,0,0.2,72.88,0.0,0.0,0.0,53.12
Jean-Louis Leca,FRA,['Lens'],['GK'],2,180.0,0,0,0,0.0,73.85,50.0,0.0,0.0,0.0
Jean-Luc Dompé,FRA,"['Zulte Waregem', 'Hamburger SV']","['FW,MF', 'FW']",8,501.0,0,0,0,0.0,73.44,0.0,0.0,0.0,100.0
Jean-Manuel Mbom,GER,['Werder Bremen'],['MF'],2,6.0,0,0,0,0.0,66.67,0.0,0.0,0.0,0.0
Jean-Paul Boëtius,SUR,['Hertha BSC'],['MF'],21,1050.0,0,0,0,0.0,71.97,0.0,0.0,0.0,53.33
Jean-Philippe Gbamin,CIV,['Metz'],['DF'],6,540.0,1,0,0,0.5,90.78,0.0,0.0,0.0,50.0
Jean-Philippe Krasso,CIV,['Paris FC'],['FW'],7,226.0,2,1,1,0.25,68.52,0.0,0.0,0.0,100.0
Jean-Philippe Mateta,FRA,['Crystal Palace'],['FW'],70,3583.0,20,5,3,0.24,70.44,0.0,0.0,0.0,56.67
Jean-Ricner Bellegarde,HAI,"['Strasbourg', 'Wolves']","['MF,FW']",61,3887.0,6,9,0,0.09,76.27,0.0,0.0,0.0,56.0
Jean-Victor Makengo,FRA,"['Udinese', 'Lorient']","['MF,FW', 'MF']",46,2542.0,0,2,0,0.0,86.63,0.0,0.0,0.0,65.0
Jeanuël Belocian,FRA,['Rennes'],['DF'],31,1954.0,0,1,0,0.0,88.29,0.0,0.0,0.0,69.05
Jeff Ekhator,ITA,['Genoa'],"['FW,DF']",5,85.0,0,0,0,0.0,40.0,0.0,0.0,0.0,100.0
Jeff Hardeveld,NED,['Emmen'],['DF'],6,354.0,0,0,0,0.0,76.34,0.0,0.0,0.0,86.67
Jeff Reine-Adélaïde,FRA,"['Troyes', 'Lyon', 'RWDM']",['MF'],40,1936.0,1,3,0,0.03,82.28,0.0,0.0,0.0,73.08
Jefferson Intriago,ECU,['Mazatlán'],['MF'],70,5616.0,1,3,0,0.03,89.63,0.0,0.0,0.0,62.38
Jefferson Lerma,COL,"['Crystal Palace', 'Bournemouth']","['MF', 'MF,DF']",71,5828.0,6,1,0,0.08,81.55,0.0,0.0,0.0,60.0
Jeffinho,BRA,['Lyon'],"['FW,MF', 'FW']",19,754.0,2,1,0,0.1,79.8,0.0,0.0,0.0,28.57
Jeffrey Bruma,NED,"['Heerenveen', 'RKC Waalwijk']",['DF'],22,1054.0,0,0,0,0.0,86.04,0.0,0.0,0.0,70.59
Jeffrey De Lange,NED,"['Marseille', 'Go Ahead Eag']",['GK'],69,6210.0,0,0,0,0.0,68.98,71.67,28.99,0.0,0.0
Jeffrey Gouweleeuw,NED,['Augsburg'],['DF'],66,5724.0,1,1,0,0.03,73.98,0.0,0.0,0.0,67.07
Jeffrey Schlupp,GHA,['Crystal Palace'],"['MF,FW', 'FW,MF']",63,3883.0,5,3,0,0.11,73.91,0.0,0.0,0.0,67.31
Jeffry Puriel,BOE,['Almere City'],['FW'],2,55.0,0,0,0,0.0,71.43,0.0,0.0,0.0,0.0
Jeison Murillo,COL,['Sampdoria'],['DF'],20,1057.0,0,0,0,0.0,81.87,0.0,0.0,0.0,50.0
Jelle Bataille,BEL,['Antwerp'],['DF'],77,5658.0,1,3,0,0.03,80.32,0.0,0.0,0.0,62.56
Jelle Vossen,BEL,['Zulte Waregem'],"['FW,MF']",31,2330.0,9,2,3,0.16,67.92,0.0,0.0,0.0,52.94
Jens Cajuste,SWE,"['Reims', 'Napoli']",['MF'],57,2546.0,3,3,0,0.07,83.05,0.0,0.0,0.0,59.76
Jens Grahl,GER,['Eint Frankfurt'],['GK'],2,180.0,0,1,0,0.0,66.3,77.78,0.0,0.0,0.0
Jens Mathijsen,0,['Willem II'],['DF'],5,124.0,0,0,0,0.0,68.75,0.0,0.0,0.0,66.67
Jens Odgaard,DEN,"['AZ Alkmaar', 'Bologna']","['FW,MF', 'MF', 'FW']",60,3176.0,13,6,0,0.11,68.16,0.0,0.0,0.0,54.84
Jens Petter Hauge,NOR,"['Gent', 'Eint Frankfurt']","['MF,FW', 'DF,MF']",27,488.0,0,0,0,0.0,80.0,0.0,0.0,0.0,37.5
Jens Stage,DEN,['Werder Bremen'],['MF'],65,4382.0,7,4,0,0.11,71.67,0.0,0.0,0.0,46.07
Jens Toornstra,NED,"['Utrecht', 'Feyenoord']","['MF,FW', 'MF', 'MF,DF']",93,5521.0,6,15,0,0.08,71.95,0.0,0.0,0.0,58.1
Jenson Seelt,NED,"['Sunderland', 'Wolfsburg']",['DF'],3,140.0,0,0,0,0.0,87.83,0.0,0.0,0.0,0.0
Jeong Woo-yeong,KOR,"['Union Berlin', 'Freiburg', 'Stuttgart']","['MF,FW']",56,1343.0,3,4,0,0.09,81.04,0.0,0.0,0.0,52.0
Jeppe Corfitzen,DEN,['Lecce'],['FW'],1,9.0,0,0,0,0.0,66.67,0.0,0.0,0.0,0.0
Jeppe Okkels,DEN,['Utrecht'],"['FW,DF']",5,165.0,0,1,0,0.0,69.35,0.0,0.0,0.0,0.0
Jerdy Schouten,NED,"['PSV Eindhoven', 'Bologna']","['MF', 'MF,DF']",80,6226.0,5,4,0,0.14,88.75,0.0,0.0,0.0,58.33
Jere Uronen,FIN,"['Schalke 04', 'Brest']",['DF'],17,976.0,0,1,0,0.0,75.47,0.0,0.0,0.0,68.18
Jeremie Boga,CIV,"['Nice', 'Atalanta']","['MF,FW', 'FW']",57,3101.0,10,11,0,0.17,78.49,0.0,0.0,0.0,48.28
Jeremie Frimpong,NED,"['Liverpool', 'Leverkusen']","['DF,MF', 'DF']",68,5039.0,17,14,0,0.18,78.73,0.0,0.0,0.0,56.79
Jeremy Antonisse,CUW,"['Moreirense', 'Emmen']","['FW,MF', 'FW']",66,2189.0,1,2,0,0.02,73.49,0.0,0.0,0.0,46.3
Jeremy Bokila,COD,['Willem II'],['FW'],29,1376.0,3,1,1,0.1,56.25,0.0,0.0,0.0,58.33
Jeremy Doku,BEL,"['Manchester City', 'Rennes']","['MF,FW', 'FW,MF', 'FW']",66,3370.0,10,13,0,0.11,82.32,0.0,0.0,0.0,61.97
Jeremy Jorge,ESP,['Getafe'],['FW'],1,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Márquez,MEX,['Atlas'],['MF'],91,5934.0,8,5,0,0.08,81.6,0.0,0.0,0.0,60.96
Jeremy Sarmiento,ECU,"['Brighton', 'Cremonese']",['MF'],11,210.0,0,1,0,0.0,81.82,0.0,0.0,0.0,57.14
Jeremy Toljan,GER,"['Sassuolo', 'Levante']",['DF'],63,5357.0,1,8,0,0.06,80.78,0.0,0.0,0.0,65.57
Jeremy Udenhout,NED,['Excelsior'],['DF'],2,7.0,0,0,0,0.0,57.14,0.0,0.0,0.0,0.0
Jeremy van Mullem,NED,"[""Sparta R'dam""]",['MF'],30,1014.0,0,0,0,0.0,70.03,0.0,0.0,0.0,45.45
Jeremías Ledesma,ARG,['Cádiz'],['GK'],68,6108.0,0,0,0,0.0,55.39,70.91,30.88,9.09,75.0
Jeriel Córdova,VEN,['Boavista'],['FW'],12,156.0,0,0,0,0.0,73.68,0.0,0.0,0.0,0.0
Jeroen Houwen,NED,"['RKC Waalwijk', 'Vitesse']",['GK'],31,2676.0,0,0,0,0.0,67.58,64.46,16.13,0.0,0.0
Jeroen Veldmate,NED,['Emmen'],['DF'],25,1989.0,3,0,1,0.27,86.35,0.0,0.0,0.0,64.0
Jeroen Zoet,NED,"['AZ Alkmaar', 'Spezia']",['GK'],11,874.0,0,0,0,0.0,58.94,76.0,27.27,0.0,100.0
Jerome Deom,BEL,['Eupen'],"['MF,FW', 'MF']",38,1269.0,1,2,0,0.05,76.62,0.0,0.0,0.0,56.82
Jerome Opoku,GHA,['Arouca'],['DF'],26,2053.0,0,1,0,0.0,79.81,0.0,0.0,0.0,50.0
Jerry St. Juste,NED,['Sporting CP'],['DF'],46,2033.0,1,1,0,0.07,92.97,0.0,0.0,0.0,54.76
Jerónimo Rodríguez,MEX,['UNAM'],['DF'],11,553.0,1,0,0,0.25,69.67,0.0,0.0,0.0,70.0
Jesper Daland,NOR,['Cercle Brugge'],['DF'],64,5414.0,1,1,0,0.03,64.07,0.0,0.0,0.0,72.73
Jesper Karlsson,SWE,"['AZ Alkmaar', 'Bologna']",['FW'],30,2121.0,9,4,1,0.17,70.56,0.0,0.0,0.0,65.0
Jesper Karlström,SWE,['Udinese'],['MF'],5,450.0,0,0,0,0.0,86.04,0.0,0.0,0.0,55.56
Jesper Lindstrøm,DEN,"['Eint Frankfurt', 'Napoli', 'Wolfsburg']","['MF,FW', 'FW,MF', 'MF', 'FW']",51,2194.0,7,2,0,0.12,69.32,0.0,0.0,0.0,42.86
Jesper Uneken,NED,['PSV Eindhoven'],['FW'],1,3.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
Jesse Bal,NED,"[""Sparta R'dam""]",['MF'],2,5.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Jesse Bosch,NED,['Willem II'],['MF'],33,2713.0,6,0,0,0.14,75.57,0.0,0.0,0.0,57.58
Jesse Lingard,ENG,"[""Nott'ham Forest""]","['FW,MF']",17,923.0,0,0,0,0.0,79.46,0.0,0.0,0.0,100.0
Jesse van de Haar,NED,['Utrecht'],['FW'],1,7.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Jessic Ngankam,GER,"['Mainz 05', 'Eint Frankfurt', 'Hertha BSC']","['FW,MF', 'FW']",40,1290.0,4,0,1,0.12,63.74,0.0,0.0,0.0,66.67
Jessy Deminguet,FRA,"['Strasbourg', 'Metz']","['MF,FW', 'MF']",23,929.0,0,0,0,0.0,84.7,0.0,0.0,0.0,59.09
Jesurun Rak Sakyi,ENG,['Crystal Palace'],"['MF,FW']",6,136.0,0,0,0,0.0,74.0,0.0,0.0,0.0,25.0
Jesus Rodríguez,ESP,['Como'],['FW'],5,389.0,0,1,0,0.0,76.27,0.0,0.0,0.0,33.33
Jesus Vazquez,ESP,['Valencia'],"['DF,MF', 'DF']",35,1227.0,1,0,0,0.06,75.1,0.0,0.0,0.0,51.22
Jesus Velasco,MEX,['Necaxa'],['DF'],1,2.0,0,0,0,0.0,50.0,0.0,0.0,0.0,0.0
Jesé,ESP,['Sampdoria'],['FW'],11,210.0,1,1,0,0.33,72.31,0.0,0.0,0.0,0.0
Jesús Alberto Angulo,MEX,['UANL'],['DF'],94,7580.0,3,7,0,0.07,80.72,0.0,0.0,0.0,63.21
Jesús Alcantar,MEX,['Necaxa'],['DF'],14,705.0,0,0,0,0.0,79.01,0.0,0.0,0.0,50.0
Jesús Angulo,MEX,"['León', 'Guadalajara', 'Toluca']","['MF,FW', 'MF', 'DF,MF']",75,3703.0,14,12,0,0.17,85.02,0.0,0.0,0.0,69.57
Jesús Areso,ESP,"['Athletic Club', 'Osasuna']",['DF'],44,3154.0,1,6,0,0.1,74.3,0.0,0.0,0.0,58.18
Jesús Castillo,PER,['Gil Vicente FC'],['MF'],26,1069.0,0,0,0,0.0,80.0,0.0,0.0,0.0,55.0
Jesús Corona,MEX,"['Monterrey', 'Sevilla']","['MF,DF', 'FW,MF', 'FW', 'MF,FW']",53,2332.0,3,12,0,0.08,76.39,0.0,0.0,0.0,72.97
