Player,Nation,Born,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,Sh_Standard,SoT_Standard,FK_Standard,Cmp_Total,Att_Total,xAG,KP,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Tkl_Tackles,TklW_Tackles,Sh_Blocks,Int,Clr,Err,GA,SoTA,Saves,CS,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Gls_Per,Ast_Per,xG_Per,SoT_percent_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Cmp_percent_Total,GA90,Save_percent,CS_Percent,Save_percent_Penalty
Jens Petter Hauge,NOR,1999.0,"['Gent', 'Eint Frankfurt']","['MF,FW', 'DF,MF']",27,488.0,0,0,0,0,0,0,1,0,0.9,0.9,0.4,1.2000000000000002,13.0,2.0,0.0,256,320,0.4,8,6.0,8.0,1.0,9.0,0.0,0.0,0.0,8,3,1,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,15.38,0.0,0.0,80.0,0.0,0.0,0.0,0.0
Jens Stage,DEN,1996.0,['Werder Bremen'],['MF'],65,4382.0,7,4,11,7,0,0,11,1,7.8,7.8,3.7,11.5,62.0,19.0,0.0,1252,1747,3.7,41,85.0,61.0,2.0,23.0,1.0,0.0,0.0,89,41,35,40,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.16,30.65,0.11,0.37,71.67,0.0,0.0,0.0,0.0
Jens Toornstra,NED,1989.0,"['Utrecht', 'Feyenoord']","['MF,FW', 'MF', 'MF,DF']",93,5521.0,6,15,21,6,0,0,10,0,6.800000000000001,6.800000000000001,13.3,20.0,75.0,26.0,8.0,2080,2891,13.3,132,54.0,20.0,10.0,317.0,0.0,1.0,1.0,105,61,9,60,64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.11,34.67,0.08,0.23,71.95,0.0,0.0,0.0,0.0
Jenson Seelt,NED,2003.0,"['Sunderland', 'Wolfsburg']",['DF'],3,140.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,115,0.0,0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4,0,1,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.83,0.0,0.0,0.0,0.0
Jeong Woo-yeong,KOR,1999.0,"['Union Berlin', 'Freiburg', 'Stuttgart']","['MF,FW']",56,1343.0,3,4,7,3,0,0,3,0,4.0,4.0,2.9,6.8999999999999995,32.0,12.0,0.0,483,596,2.9,16,16.0,18.0,3.0,23.0,1.0,0.0,0.0,25,13,1,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.27,0.27,37.5,0.09,0.25,81.04,0.0,0.0,0.0,0.0
Jeppe Corfitzen,DEN,2004.0,['Lecce'],['FW'],1,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0
Jeppe Okkels,DEN,1999.0,['Utrecht'],"['FW,DF']",5,165.0,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.1,3.0,1.0,0.0,43,62,0.8,5,1.0,2.0,0.0,7.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.11,33.33,0.0,0.0,69.35,0.0,0.0,0.0,0.0
Jerdy Schouten,NED,1997.0,"['PSV Eindhoven', 'Bologna']","['MF', 'MF,DF']",80,6226.0,5,4,9,5,0,0,7,0,4.2,4.2,4.4,8.7,37.0,14.0,0.0,3733,4206,4.4,55,60.0,60.0,3.0,8.0,0.0,0.0,1.0,132,77,26,92,86,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.06,37.84,0.14,0.36,88.75,0.0,0.0,0.0,0.0
Jere Uronen,FIN,1994.0,"['Schalke 04', 'Brest']",['DF'],17,976.0,0,1,1,0,0,0,2,0,0.1,0.1,1.1,1.2,5.0,0.0,0.0,400,530,1.1,10,8.0,20.0,0.0,43.0,0.0,0.0,0.0,22,15,4,15,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.0,0.0,75.47,0.0,0.0,0.0,0.0
Jeremie Boga,CIV,1997.0,"['Nice', 'Atalanta']","['MF,FW', 'FW']",57,3101.0,10,11,21,10,0,0,1,0,7.2,7.2,7.4,14.6,60.0,25.0,6.0,1058,1348,7.4,75,11.0,48.0,10.0,153.0,0.0,0.0,0.0,29,14,2,11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.32,0.21,41.67,0.17,0.4,78.49,0.0,0.0,0.0,0.0
Jeremie Frimpong,NED,2000.0,"['Liverpool', 'Leverkusen']","['DF,MF', 'DF']",68,5039.0,17,14,31,17,0,0,10,0,15.899999999999999,15.899999999999999,12.100000000000001,27.900000000000002,95.0,41.0,0.0,1810,2299,12.100000000000001,90,44.0,93.0,20.0,167.0,2.0,0.0,0.0,81,46,3,24,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.28,43.16,0.18,0.41,78.73,0.0,0.0,0.0,0.0
Jeremy Antonisse,CUW,2002.0,"['Moreirense', 'Emmen']","['FW,MF', 'FW']",66,2189.0,1,2,3,1,0,0,8,1,6.0,6.0,4.1,10.2,57.0,16.0,0.0,510,694,4.1,29,29.0,33.0,11.0,63.0,0.0,0.0,0.0,54,25,3,17,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.25,28.07,0.02,0.06,73.49,0.0,0.0,0.0,0.0
Jeremy Bokila,COD,1988.0,['Willem II'],['FW'],29,1376.0,3,1,4,2,1,1,7,1,3.3,2.5,0.7,3.2,30.0,9.0,0.0,153,272,0.7,8,52.0,25.0,10.0,8.0,1.0,0.0,0.0,12,7,3,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.22,30.0,0.1,0.33,56.25,0.0,0.0,0.0,0.0
Jeremy Doku,BEL,2002.0,"['Manchester City', 'Rennes']","['MF,FW', 'FW,MF', 'FW']",66,3370.0,10,13,23,10,0,0,3,0,6.4,6.4,11.8,18.1,91.0,38.0,0.0,1280,1555,11.8,90,37.0,83.0,7.0,95.0,2.0,0.0,0.0,71,44,0,15,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.35,0.17,41.76,0.11,0.26,82.32,0.0,0.0,0.0,0.0
Jeremy Jorge,ESP,2003.0,['Getafe'],['FW'],1,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Márquez,MEX,2000.0,['Atlas'],['MF'],91,5934.0,8,5,13,8,0,0,11,1,7.0,7.0,6.5,13.4,105.0,26.0,0.0,2545,3119,6.5,77,72.0,147.0,4.0,116.0,0.0,1.0,0.0,146,89,12,106,53,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.11,24.76,0.08,0.31,81.6,0.0,0.0,0.0,0.0
Jeremy Sarmiento,ECU,2002.0,"['Brighton', 'Cremonese']",['MF'],11,210.0,0,1,1,0,0,0,1,0,0.3,0.3,0.30000000000000004,0.6,6.0,3.0,0.0,72,88,0.30000000000000004,4,4.0,4.0,0.0,4.0,0.0,0.0,0.0,7,4,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.13,50.0,0.0,0.0,81.82,0.0,0.0,0.0,0.0
Jeremy Toljan,GER,1994.0,"['Sassuolo', 'Levante']",['DF'],63,5357.0,1,8,9,1,0,0,5,0,1.7999999999999998,1.7999999999999998,5.5,7.300000000000001,18.0,4.0,0.0,2328,2882,5.5,50,28.0,27.0,0.0,91.0,1.0,2.0,0.0,61,40,22,38,130,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.03,22.22,0.06,0.25,80.78,0.0,0.0,0.0,0.0
Jeremy Udenhout,NED,2003.0,['Excelsior'],['DF'],2,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0
Jeremy van Mullem,NED,1999.0,"[""Sparta R'dam""]",['MF'],30,1014.0,0,0,0,0,0,0,4,0,0.5,0.5,0.1,0.6,10.0,4.0,0.0,271,387,0.1,2,19.0,3.0,1.0,6.0,0.0,0.0,0.0,22,10,4,12,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,40.0,0.0,0.0,70.03,0.0,0.0,0.0,0.0
Jeremías Ledesma,ARG,1993.0,['Cádiz'],['GK'],68,6108.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,1.0,0.0,0.0,1274,2300,0.1,2,2.0,12.0,0.0,0.0,0.0,1.0,0.0,4,3,0,2,38,6,95.0,330.0,234.0,21.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.39,1.4,70.91,30.88,9.09
Jeriel Córdova,VEN,2002.0,['Boavista'],['FW'],12,156.0,0,0,0,0,0,0,2,0,0.8,0.8,0.7,1.4,3.0,0.0,0.0,28,38,0.7,3,13.0,4.0,3.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,73.68,0.0,0.0,0.0,0.0
Jeroen Houwen,NED,1996.0,"['RKC Waalwijk', 'Vitesse']",['GK'],31,2676.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,788,1166,0.2,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,13,2,61.0,166.0,107.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58,2.05,64.46,16.13,0.0
Jeroen Veldmate,NED,1988.0,['Emmen'],['DF'],25,1989.0,3,0,3,2,1,1,1,0,1.5,0.7,0.5,1.2,11.0,2.0,5.0,1139,1319,0.5,6,16.0,9.0,0.0,2.0,0.0,0.0,0.0,25,16,13,26,120,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.07,18.18,0.27,1.5,86.35,0.0,0.0,0.0,0.0
Jeroen Zoet,NED,1991.0,"['AZ Alkmaar', 'Spezia']",['GK'],11,874.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,358,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,4,0,7.0,25.0,19.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.94,0.72,76.0,27.27,0.0
Jerome Deom,BEL,1999.0,['Eupen'],"['MF,FW', 'MF']",38,1269.0,1,2,3,1,0,0,4,2,1.8,1.8,1.6,3.5,21.0,6.0,4.0,403,526,1.6,18,29.0,13.0,1.0,26.0,0.0,0.0,0.0,44,25,0,12,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.13,28.57,0.05,0.17,76.62,0.0,0.0,0.0,0.0
Jerome Opoku,GHA,1998.0,['Arouca'],['DF'],26,2053.0,0,1,1,0,0,0,6,2,0.2,0.2,0.4,0.7,4.0,1.0,0.0,676,847,0.4,4,28.0,27.0,1.0,6.0,0.0,2.0,1.0,24,12,15,26,91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,25.0,0.0,0.0,79.81,0.0,0.0,0.0,0.0
Jerry St. Juste,NED,1996.0,['Sporting CP'],['DF'],46,2033.0,1,1,2,1,0,0,10,0,1.1,1.1,0.6,1.7,14.0,1.0,1.0,1707,1836,0.6,7,50.0,21.0,0.0,15.0,0.0,1.0,0.0,42,23,7,26,58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.05,7.14,0.07,1.0,92.97,0.0,0.0,0.0,0.0
Jerónimo Rodríguez,MEX,1999.0,['UNAM'],['DF'],11,553.0,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.5,4.0,1.0,0.0,170,244,0.2,5,5.0,2.0,0.0,18.0,0.0,1.0,0.0,10,7,1,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.03,25.0,0.25,1.0,69.67,0.0,0.0,0.0,0.0
Jesper Daland,NOR,2000.0,['Cercle Brugge'],['DF'],64,5414.0,1,1,2,1,0,0,10,0,2.8,2.8,1.8,4.6,38.0,10.0,0.0,1457,2274,1.8,21,56.0,40.0,6.0,6.0,0.0,1.0,1.0,88,64,23,81,195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,26.32,0.03,0.1,64.07,0.0,0.0,0.0,0.0
Jesper Karlsson,SWE,1998.0,"['AZ Alkmaar', 'Bologna']",['FW'],30,2121.0,9,4,13,8,1,2,5,0,5.0,3.4,5.0,8.5,53.0,23.0,6.0,635,900,5.0,47,16.0,14.0,6.0,131.0,0.0,0.0,0.0,20,13,0,14,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.17,0.21,43.4,0.17,0.39,70.56,0.0,0.0,0.0,0.0
Jesper Karlström,SWE,1995.0,['Udinese'],['MF'],5,450.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2.0,0.0,0.0,191,222,0.1,3,4.0,4.0,0.0,1.0,0.0,0.0,0.0,9,5,1,6,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.04,0.0,0.0,0.0,0.0
Jesper Lindstrøm,DEN,2000.0,"['Eint Frankfurt', 'Napoli', 'Wolfsburg']","['MF,FW', 'FW,MF', 'MF', 'FW']",51,2194.0,7,2,9,7,0,0,4,0,6.800000000000001,6.800000000000001,3.8,10.700000000000001,60.0,21.0,5.0,540,779,3.8,32,26.0,24.0,5.0,59.0,1.0,0.0,0.0,35,15,3,11,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.28,35.0,0.12,0.33,69.32,0.0,0.0,0.0,0.0
Jesper Uneken,NED,2004.0,['PSV Eindhoven'],['FW'],1,3.0,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,12.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jesse Bal,NED,2006.0,"[""Sparta R'dam""]",['MF'],2,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Jesse Bosch,NED,2000.0,['Willem II'],['MF'],33,2713.0,6,0,6,6,0,0,7,0,2.6,2.6,1.9,4.5,43.0,18.0,4.0,659,872,1.9,22,41.0,26.0,0.0,23.0,0.0,0.0,0.0,66,38,12,25,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.09,41.86,0.14,0.33,75.57,0.0,0.0,0.0,0.0
Jesse Lingard,ENG,1992.0,"[""Nott'ham Forest""]","['FW,MF']",17,923.0,0,0,0,0,0,0,1,0,1.0,1.0,0.7,1.7,10.0,2.0,0.0,236,297,0.7,11,8.0,9.0,2.0,5.0,0.0,0.0,0.0,4,4,0,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,20.0,0.0,0.0,79.46,0.0,0.0,0.0,0.0
Jesse van de Haar,NED,2005.0,['Utrecht'],['FW'],1,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Jessic Ngankam,GER,2000.0,"['Mainz 05', 'Eint Frankfurt', 'Hertha BSC']","['FW,MF', 'FW']",40,1290.0,4,0,4,3,1,2,7,1,6.199999999999999,4.6,0.6,5.3,32.0,12.0,0.0,116,182,0.6,11,38.0,23.0,4.0,3.0,1.0,0.0,0.0,18,12,2,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.43,37.5,0.12,0.33,63.74,0.0,0.0,0.0,0.0
Jessy Deminguet,FRA,1998.0,"['Strasbourg', 'Metz']","['MF,FW', 'MF']",23,929.0,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,4.0,1.0,0.0,321,379,0.4,2,20.0,13.0,1.0,13.0,0.0,0.0,0.0,22,13,0,15,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,25.0,0.0,0.0,84.7,0.0,0.0,0.0,0.0
Jesurun Rak Sakyi,ENG,2002.0,['Crystal Palace'],"['MF,FW']",6,136.0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,5.0,1.0,0.0,37,50,0.2,2,1.0,5.0,0.0,3.0,0.0,0.0,0.0,4,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,20.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0
Jesus Rodríguez,ESP,2005.0,['Como'],['FW'],5,389.0,0,1,1,0,0,0,0,1,0.8,0.8,0.8,1.6,10.0,2.0,0.0,90,118,0.8,9,3.0,7.0,0.0,4.0,0.0,0.0,0.0,3,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.19,20.0,0.0,0.0,76.27,0.0,0.0,0.0,0.0
Jesus Vazquez,ESP,2003.0,['Valencia'],"['DF,MF', 'DF']",35,1227.0,1,0,1,1,0,0,2,0,1.5,1.5,0.5,2.0,16.0,4.0,0.0,395,526,0.5,8,18.0,13.0,1.0,31.0,0.0,0.0,0.0,41,21,5,5,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.11,25.0,0.06,0.25,75.1,0.0,0.0,0.0,0.0
Jesus Velasco,MEX,2006.0,['Necaxa'],['DF'],1,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
Jesé,ESP,1993.0,['Sampdoria'],['FW'],11,210.0,1,1,2,1,0,0,0,0,0.3,0.3,0.5,0.8,3.0,2.0,0.0,47,65,0.5,2,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.13,66.67,0.33,0.5,72.31,0.0,0.0,0.0,0.0
Jesús Alberto Angulo,MEX,1998.0,['UANL'],['DF'],94,7580.0,3,7,10,3,0,0,24,1,1.3,1.3,4.6,6.1,41.0,11.0,0.0,4027,4989,4.6,70,121.0,133.0,5.0,121.0,0.0,0.0,0.0,212,134,35,106,204,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.02,26.83,0.07,0.27,80.72,0.0,0.0,0.0,0.0
Jesús Alcantar,MEX,2003.0,['Necaxa'],['DF'],14,705.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,4.0,0.0,0.0,207,262,0.0,1,8.0,1.0,0.0,1.0,0.0,0.0,0.0,16,8,7,13,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,79.01,0.0,0.0,0.0,0.0
Jesús Angulo,MEX,1997.0,"['León', 'Guadalajara', 'Toluca']","['MF,FW', 'MF', 'DF,MF']",75,3703.0,14,12,26,14,0,0,4,0,8.6,8.6,8.700000000000001,17.4,81.0,37.0,1.0,1878,2209,8.700000000000001,112,23.0,46.0,1.0,114.0,1.0,0.0,0.0,46,32,2,9,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.29,0.21,45.68,0.17,0.38,85.02,0.0,0.0,0.0,0.0
Jesús Areso,ESP,1999.0,"['Athletic Club', 'Osasuna']",['DF'],44,3154.0,1,6,7,1,0,0,3,0,0.2,0.2,3.9,4.2,10.0,2.0,0.0,1220,1642,3.9,41,37.0,24.0,3.0,140.0,0.0,0.0,0.0,55,32,18,22,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.01,20.0,0.1,0.5,74.3,0.0,0.0,0.0,0.0
Jesús Castillo,PER,2001.0,['Gil Vicente FC'],['MF'],26,1069.0,0,0,0,0,0,0,2,0,0.7999999999999999,0.7999999999999999,0.9,1.7000000000000002,10.0,4.0,1.0,500,625,0.9,10,17.0,15.0,1.0,11.0,0.0,0.0,0.0,20,11,5,14,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,40.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
Jesús Corona,MEX,1993.0,"['Monterrey', 'Sevilla']","['MF,DF', 'FW,MF', 'FW', 'MF,FW']",53,2332.0,3,12,15,3,0,0,3,0,4.1,4.1,6.3,10.399999999999999,37.0,9.0,0.0,945,1237,6.3,60,28.0,61.0,7.0,140.0,1.0,0.0,0.0,37,27,0,17,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.46,0.16,24.32,0.08,0.33,76.39,0.0,0.0,0.0,0.0
Jesús David Murillo,COL,1994.0,['FC Juárez'],['DF'],10,780.0,1,0,1,1,0,0,4,0,0.5,0.5,0.0,0.5,2.0,1.0,0.0,338,411,0.0,0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,23,16,7,11,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.06,50.0,0.5,1.0,82.24,0.0,0.0,0.0,0.0
Jesús Dueñas,MEX,1989.0,"['FC Juárez', 'Cruz Azul']","['MF,FW']",35,2396.0,3,6,9,2,1,1,5,1,3.1,2.3,4.4,6.7,30.0,5.0,6.0,1099,1374,4.4,61,17.0,53.0,2.0,129.0,0.0,0.0,0.0,28,19,7,12,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.23,0.12,16.67,0.1,0.6,79.99,0.0,0.0,0.0,0.0
Jesús Gallardo,MEX,1994.0,"['Monterrey', 'Toluca']","['DF', 'DF,FW']",89,6570.0,15,14,29,15,0,0,16,0,6.699999999999999,6.699999999999999,14.3,20.9,78.0,35.0,0.0,2799,3632,14.3,105,80.0,42.0,14.0,163.0,1.0,1.0,0.0,151,87,11,73,185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.19,0.09,44.87,0.19,0.43,77.06,0.0,0.0,0.0,0.0
Jesús Garza,MEX,2000.0,['UANL'],['DF'],62,3489.0,2,6,8,2,0,0,14,0,0.8,0.8,3.5999999999999996,4.5,23.0,6.0,0.0,1729,2143,3.5999999999999996,36,73.0,47.0,4.0,110.0,0.0,0.0,0.0,123,75,7,62,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.02,26.09,0.09,0.33,80.68,0.0,0.0,0.0,0.0
Jesús Godínez,MEX,1997.0,['Necaxa'],['FW'],11,220.0,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,5.0,3.0,0.0,45,70,0.5,5,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,60.0,0.0,0.0,64.29,0.0,0.0,0.0,0.0
Jesús Hernández,MEX,2001.0,"['León', 'Tijuana', 'Pachuca']","['FW,MF', 'FW']",42,2129.0,4,1,5,4,0,0,3,0,3.4,3.4,3.5999999999999996,7.1000000000000005,43.0,15.0,1.0,600,828,3.5999999999999996,45,22.0,50.0,7.0,95.0,0.0,0.0,0.0,38,25,2,10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.14,34.88,0.09,0.27,72.46,0.0,0.0,0.0,0.0
Jesús Molina,MEX,1988.0,['UNAM'],['MF'],23,1252.0,0,0,0,0,0,0,2,0,1.0,1.0,0.7,1.7,14.0,2.0,0.0,407,495,0.7,6,22.0,7.0,1.0,0.0,0.0,0.0,0.0,34,16,8,21,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,14.29,0.0,0.0,82.22,0.0,0.0,0.0,0.0
Jesús Navas,ESP,1985.0,['Sevilla'],"['DF', 'DF,FW']",61,3984.0,0,2,2,0,0,0,11,1,0.4,0.4,4.699999999999999,5.2,17.0,5.0,0.0,1922,2602,4.699999999999999,48,19.0,45.0,8.0,278.0,0.0,1.0,1.0,56,39,14,44,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,29.41,0.0,0.0,73.87,0.0,0.0,0.0,0.0
Jesús Orozco,MEX,2002.0,"['Cruz Azul', 'Guadalajara']",['DF'],88,7449.0,1,3,4,1,0,0,26,0,2.2,2.2,1.1,3.3,42.0,6.0,0.0,3299,4074,1.1,24,81.0,42.0,0.0,28.0,0.0,7.0,0.0,152,96,46,95,275,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,14.29,0.02,0.17,80.98,0.0,0.0,0.0,0.0
Jesús Owono,EQG,2001.0,['Alavés'],['GK'],4,360.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,119,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,8.0,24.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71,2.0,66.67,25.0,0.0
Jesús Piñuelas,MEX,1998.0,"['Querétaro', 'Atlético', 'Toluca']","['MF', 'DF']",19,1134.0,0,0,0,0,0,0,6,1,0.4,0.4,0.0,0.4,6.0,3.0,0.0,415,498,0.0,1,22.0,7.0,0.0,1.0,0.0,0.0,0.0,18,11,5,11,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,50.0,0.0,0.0,83.33,0.0,0.0,0.0,0.0
