Player,Nation,Born,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,Sh_Standard,SoT_Standard,FK_Standard,Cmp_Total,Att_Total,xAG,KP,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Tkl_Tackles,TklW_Tackles,Sh_Blocks,Int,Clr,Err,GA,SoTA,Saves,CS,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Gls_Per,Ast_Per,xG_Per,SoT_percent_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Cmp_percent_Total,GA90,Save_percent,CS_Percent,Save_percent_Penalty
Arvin Appiah,ENG,2001.0,['Nacional'],"['DF,FW']",26,1384.0,0,0,0,0,0,0,3,0,0.9,0.9,0.8,1.6,15.0,4.0,0.0,399,521,0.8,7,25.0,24.0,6.0,24.0,0.0,1.0,0.0,21,15,0,17,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,26.67,0.0,0.0,76.58,0.0,0.0,0.0,0.0
Asaf Arania,ISR,2005.0,['Darmstadt 98'],['MF'],1,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Ashley Young,ENG,1985.0,"['Everton', 'Aston Villa']","['DF,MF', 'DF']",60,4316.0,1,0,1,1,0,0,14,1,1.1,1.1,2.5,3.5,28.0,5.0,3.0,1620,2240,2.5,35,57.0,52.0,2.0,142.0,1.0,2.0,1.0,103,65,17,43,115,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,17.86,0.04,0.2,72.32,0.0,0.0,0.0,0.0
Asier Illarramendi,ESP,1990.0,['Real Sociedad'],['MF'],24,1076.0,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,11.0,3.0,0.0,545,640,0.4,10,25.0,13.0,0.0,6.0,0.0,0.0,0.0,36,18,8,18,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.07,27.27,0.09,0.33,85.16,0.0,0.0,0.0,0.0
Asier Osambela,ESP,2004.0,['Osasuna'],['MF'],4,69.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,15,28,0.1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57,0.0,0.0,0.0,0.0
Asier Villalibre,ESP,1997.0,['Athletic Club'],['FW'],23,610.0,2,1,3,2,0,0,0,0,2.0,2.0,1.2,3.2,16.0,7.0,0.0,99,142,1.2,11,10.0,12.0,3.0,2.0,0.0,0.0,0.0,2,1,1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.3,43.75,0.12,0.29,69.72,0.0,0.0,0.0,0.0
Aske Adelgaard,DEN,2003.0,['Go Ahead Eag'],['DF'],22,1224.0,0,1,1,0,0,0,5,0,0.3,0.3,1.3,1.6,5.0,1.0,0.0,512,676,1.3,15,17.0,14.0,0.0,59.0,0.0,0.0,0.0,21,13,4,10,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,20.0,0.0,0.0,75.74,0.0,0.0,0.0,0.0
Aske Sampers,BEL,2001.0,['Cercle Brugge'],"['FW,MF']",3,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
Aslak Witry,NOR,1996.0,['AZ Alkmaar'],['DF'],2,53.0,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,54,60,0.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
Asmir Begović,BIH,1987.0,['Everton'],['GK'],1,90.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,30,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,100.0,100.0,0.0
Assan Ceesay,GAM,1994.0,['Lecce'],['FW'],34,1812.0,6,0,6,5,1,1,2,0,5.1,4.3,0.8,5.1,41.0,10.0,0.0,226,394,0.8,8,36.0,27.0,22.0,15.0,0.0,0.0,0.0,23,18,2,3,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.25,24.39,0.15,0.6,57.36,0.0,0.0,0.0,0.0
Assan Ouedraogo,GER,2006.0,['RB Leipzig'],['MF'],5,130.0,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,31,37,0.0,0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,50.0,0.25,0.5,83.78,0.0,0.0,0.0,0.0
Assane Diao,SEN,2005.0,['Betis'],['FW'],18,1048.0,2,0,2,2,0,0,4,0,2.5,2.5,0.7,3.2,21.0,3.0,0.0,200,264,0.7,10,12.0,22.0,1.0,9.0,0.0,0.0,0.0,20,12,4,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.21,14.29,0.1,0.67,75.76,0.0,0.0,0.0,0.0
Assane Dioussé,SEN,1997.0,['Auxerre'],['MF'],2,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,7,8,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0
Aster Vranckx,BEL,2002.0,"['Sassuolo', 'Milan', 'Wolfsburg']",['MF'],39,1715.0,0,0,0,0,0,0,8,0,0.2,0.2,0.6,0.8,7.0,2.0,0.0,688,828,0.6,7,39.0,40.0,0.0,16.0,0.0,0.0,0.0,42,20,7,16,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,28.57,0.0,0.0,83.09,0.0,0.0,0.0,0.0
Atakan Karazor,0,1996.0,['Stuttgart'],['MF'],67,4908.0,0,5,5,0,0,0,19,0,1.5,1.5,3.2,4.7,27.0,3.0,0.0,2804,3201,3.2,43,56.0,97.0,0.0,5.0,0.0,0.0,0.0,126,77,21,60,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,11.11,0.0,0.0,87.6,0.0,0.0,0.0,0.0
Atsuki Ito,JPN,1998.0,['Gent'],['MF'],25,1909.0,2,1,3,2,0,0,6,0,2.1,2.1,1.5,3.6,25.0,8.0,0.0,668,837,1.5,20,31.0,10.0,0.0,14.0,0.0,0.0,0.0,60,38,7,23,54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.1,32.0,0.08,0.25,79.81,0.0,0.0,0.0,0.0
Attila Szalai,HUN,1998.0,"['Standard Liège', 'Hoffenheim', 'Freiburg']",['DF'],11,635.0,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,1.0,1.0,0.0,276,364,0.6,3,11.0,2.0,1.0,6.0,0.0,0.0,1.0,8,5,5,7,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,75.82,0.0,0.0,0.0,0.0
Augustin Anello,ITA,2002.0,"[""Sparta R'dam""]","['FW,MF']",8,225.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,6.0,2.0,0.0,62,100,0.1,2,2.0,3.0,1.0,16.0,0.0,0.0,0.0,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,33.33,0.0,0.0,62.0,0.0,0.0,0.0,0.0
Augusto Batalla,ARG,1996.0,"['Rayo Vallecano', 'Granada']",['GK'],24,2160.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,622,953,0.0,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,18,3,38.0,115.0,77.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.27,1.58,66.96,12.5,0.0
Augusto Dabo,GNB,2004.0,['Boavista'],"['DF', 'DF,FW']",16,559.0,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,2.0,1.0,0.0,134,235,0.1,1,3.0,1.0,2.0,15.0,0.0,0.0,0.0,9,6,2,2,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,50.0,0.0,0.0,57.02,0.0,0.0,0.0,0.0
Augusto Lotti,ITA,1996.0,['Cruz Azul'],"['FW,MF', 'FW']",18,696.0,3,2,5,3,0,0,1,0,3.1,3.1,1.1,4.2,29.0,14.0,1.0,95,147,1.1,6,6.0,7.0,0.0,6.0,0.0,0.0,0.0,3,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.26,0.4,48.28,0.1,0.21,64.63,0.0,0.0,0.0,0.0
Augusto Solari,ARG,1992.0,"['Atlas', 'Celta Vigo']","['FW,MF', 'MF']",34,1414.0,2,3,5,2,0,0,4,0,1.2,1.2,1.2,2.4,10.0,6.0,0.0,359,533,1.2,14,31.0,23.0,2.0,40.0,0.0,0.0,0.0,43,22,2,14,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.08,60.0,0.2,0.33,67.35,0.0,0.0,0.0,0.0
Aurele Amenda,SUI,2003.0,['Eint Frankfurt'],['DF'],2,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,25,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
Aurélien Pelon,FRA,2004.0,['Lorient'],['DF'],1,90.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,33,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.79,0.0,0.0,0.0,0.0
Aurélien Scheidler,FRA,1998.0,['Dender'],['FW'],21,1492.0,6,2,8,6,0,0,3,1,6.1,6.1,1.8,7.9,41.0,13.0,0.0,279,436,1.8,14,23.0,33.0,5.0,3.0,0.0,0.0,0.0,11,7,0,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.12,0.37,31.71,0.15,0.46,63.99,0.0,0.0,0.0,0.0
Aurélien Tchouaméni,FRA,2000.0,['Real Madrid'],"['MF', 'MF,DF']",67,4665.0,3,5,8,3,0,0,10,0,3.5,3.5,3.1,6.5,72.0,14.0,0.0,3275,3571,3.1,33,58.0,63.0,0.0,36.0,0.0,0.0,0.0,113,68,24,87,112,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.07,19.44,0.04,0.21,91.71,0.0,0.0,0.0,0.0
Aurélio Buta,POR,1997.0,['Eint Frankfurt'],"['DF,MF', 'DF']",50,3109.0,4,3,7,4,0,0,9,0,1.1,1.1,4.0,5.1,22.0,8.0,0.0,1473,1905,4.0,27,55.0,40.0,2.0,108.0,0.0,0.0,0.0,74,45,6,24,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.03,36.36,0.18,0.5,77.32,0.0,0.0,0.0,0.0
Auston Trusty,USA,1998.0,['Sheffield Utd'],['DF'],32,2572.0,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,8.0,2.0,0.0,700,918,1.1,8,23.0,13.0,3.0,5.0,0.0,1.0,0.0,47,30,22,35,153,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,25.0,0.0,0.0,76.25,0.0,0.0,0.0,0.0
Aventis Aventisian,ARM,2002.0,['Go Ahead Eag'],"['MF,DF']",2,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0
Avilés Hurtado,COL,1987.0,"['FC Juárez', 'Pachuca']","['FW,MF']",75,4309.0,13,11,24,8,5,5,12,1,11.600000000000001,7.6,10.0,17.7,88.0,30.0,5.0,1465,2000,10.0,113,70.0,107.0,19.0,186.0,5.0,2.0,0.0,86,58,0,26,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.23,0.24,34.09,0.15,0.43,73.25,0.0,0.0,0.0,0.0
Awer Mabil,AUS,1995.0,['Cádiz'],"['MF,FW']",5,165.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3.0,1.0,0.0,34,54,0.0,1,0.0,3.0,0.0,9.0,0.0,0.0,0.0,2,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,33.33,0.0,0.0,62.96,0.0,0.0,0.0,0.0
Axel Camblan,FRA,2003.0,['Brest'],"['FW,MF', 'FW']",15,170.0,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.7,3.0,1.0,0.0,40,52,0.2,4,7.0,2.0,0.0,3.0,0.0,0.0,0.0,5,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,33.33,0.0,0.0,76.92,0.0,0.0,0.0,0.0
Axel Disasi,FRA,1998.0,"['Monaco', 'Chelsea']",['DF'],69,5909.0,5,3,8,5,0,1,9,0,6.199999999999999,5.4,1.5,6.9,44.0,13.0,0.0,3661,4213,1.5,12,48.0,29.0,4.0,24.0,0.0,0.0,1.0,63,39,50,74,214,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.09,29.55,0.11,0.38,86.9,0.0,0.0,0.0,0.0
Axel Grijalva,MEX,2000.0,['Monterrey'],['DF'],2,57.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,21,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,0.0,0.0,0.0,0.0
Axel Gueguin,FRA,2005.0,['Montpellier'],"['FW,MF', 'DF,FW']",8,156.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,35,54,0.1,1,0.0,3.0,0.0,3.0,0.0,0.0,0.0,9,5,0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81,0.0,0.0,0.0,0.0
Axel Guessand,FRA,2004.0,"['Udinese', 'Volendam']",['DF'],4,165.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,56,0.0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4,3,0,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.21,0.0,0.0,0.0,0.0
Axel Tapé,FRA,2007.0,['Leverkusen'],['DF'],4,163.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,1.0,0.0,61,66,0.0,0,6.0,6.0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,50.0,0.0,0.0,92.42,0.0,0.0,0.0,0.0
Axel Werner,ARG,1996.0,['Elche'],['GK'],2,180.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,70,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.29,2.0,50.0,0.0,0.0
Axel Witsel,BEL,1989.0,"['Girona', 'Atlético Madrid']","['MF', 'DF,MF', 'DF']",72,5322.0,2,0,2,2,0,0,9,2,1.8,1.8,1.0,2.8,18.0,3.0,0.0,3049,3309,1.0,9,48.0,48.0,0.0,6.0,0.0,0.0,0.0,75,47,32,41,202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,16.67,0.11,0.67,92.14,0.0,0.0,0.0,0.0
Ayanda Sishuba,BEL,2005.0,['Lens'],"['MF,FW']",7,62.0,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,12.0,2.0,0.0,12,14,0.0,1,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,16.67,0.0,0.0,85.71,0.0,0.0,0.0,0.0
Ayase Ueda,JPN,1998.0,"['Cercle Brugge', 'Feyenoord']","['FW,MF', 'FW']",81,4758.0,30,4,34,28,2,4,1,0,29.0,25.799999999999997,5.699999999999999,31.4,163.0,65.0,1.0,605,940,5.699999999999999,46,54.0,75.0,34.0,30.0,1.0,0.0,0.0,27,17,4,5,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.08,0.55,39.88,0.18,0.46,64.36,0.0,0.0,0.0,0.0
Ayden Heaven,ENG,2006.0,['Manchester Utd'],['DF'],1,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayman Azhil,MAR,2001.0,['Leverkusen'],['MF'],1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayman Kari,FRA,2004.0,['Lorient'],"['MF', 'MF,DF']",19,989.0,1,1,2,1,0,0,1,0,1.1,1.1,0.8,2.1,11.0,3.0,0.0,405,460,0.8,14,11.0,33.0,1.0,1.0,0.0,0.0,0.0,18,14,2,9,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.1,27.27,0.09,0.33,88.04,0.0,0.0,0.0,0.0
Aymen Barkok,MAR,1998.0,['Mainz 05'],"['MF,FW', 'MF']",36,905.0,1,1,2,1,0,1,3,0,2.2,1.4,1.2,2.5999999999999996,22.0,8.0,0.0,299,448,1.2,13,32.0,7.0,0.0,25.0,0.0,0.0,0.0,27,13,0,5,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.22,36.36,0.05,0.12,66.74,0.0,0.0,0.0,0.0
Aymen Sliti,NED,2006.0,['Feyenoord'],"['FW,MF']",4,89.0,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,4.0,3.0,0.0,17,24,0.3,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.4,75.0,0.25,0.33,70.83,0.0,0.0,0.0,0.0
Aymeric Laporte,ESP,1994.0,"['Manchester City', 'Athletic Club']",['DF'],16,1212.0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,13.0,3.0,0.0,1090,1171,0.2,5,5.0,8.0,1.0,6.0,0.0,0.0,0.0,11,8,9,7,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,23.08,0.0,0.0,93.08,0.0,0.0,0.0,0.0
Ayoub Amraoui,MAR,2004.0,['Nice'],"['DF,FW']",7,294.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,155,185,0.1,2,5.0,2.0,0.0,14.0,0.0,0.0,0.0,6,5,0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.78,0.0,0.0,0.0,0.0
Ayoub Oufkir,NED,2006.0,"[""Sparta R'dam""]","['FW,DF']",6,48.0,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,1.0,0.0,0.0,16,31,0.2,3,1.0,1.0,0.0,10.0,1.0,0.0,0.0,3,3,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.19,0.0,0.0,0.0,51.61,0.0,0.0,0.0,0.0
Ayouba Kosiah,LBR,2001.0,['Beerschot'],"['FW,DF']",16,535.0,1,0,1,1,0,0,2,0,1.9,1.9,0.3,2.2,14.0,3.0,0.0,65,96,0.3,7,14.0,5.0,11.0,0.0,1.0,0.0,0.0,8,6,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.32,21.43,0.07,0.33,67.71,0.0,0.0,0.0,0.0
Ayoze Pérez,ESP,1993.0,"['Villarreal', 'Betis', 'Leicester City']","['MF,FW', 'FW,MF', 'FW']",59,4089.0,12,3,15,12,0,0,7,0,13.1,13.1,7.4,20.5,110.0,42.0,0.0,1002,1304,7.4,53,75.0,89.0,13.0,43.0,2.0,0.0,0.0,101,55,4,37,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.07,0.29,38.18,0.11,0.29,76.84,0.0,0.0,0.0,0.0
Ayrton Costa,ARG,1999.0,['Antwerp'],['DF'],15,1212.0,0,0,0,0,0,0,7,0,0.6,0.6,0.2,0.8,11.0,2.0,0.0,575,711,0.2,6,31.0,17.0,1.0,16.0,0.0,1.0,0.0,43,27,5,32,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,18.18,0.0,0.0,80.87,0.0,0.0,0.0,0.0
Ayrton Preciado,ECU,1994.0,['Querétaro'],"['MF,DF']",9,166.0,1,0,1,1,0,0,2,1,0.1,0.1,0.0,0.2,3.0,2.0,1.0,68,84,0.0,2,5.0,5.0,3.0,13.0,0.0,0.0,0.0,3,2,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.05,66.67,0.33,0.5,80.95,0.0,0.0,0.0,0.0
Ayumu Ohata,JPN,2001.0,['OH Leuven'],['DF'],2,57.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,26,31,0.1,1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.87,0.0,0.0,0.0,0.0
Ayumu Seko,JPN,2000.0,['Le Havre'],"['MF,DF']",6,472.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3.0,0.0,0.0,135,168,0.0,0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,9,4,1,2,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,80.36,0.0,0.0,0.0,0.0
Ayyoub Bouaddi,FRA,2007.0,['Lille'],['MF'],15,562.0,0,0,0,0,0,0,4,1,0.9,0.9,0.2,1.1,6.0,1.0,0.0,229,274,0.2,5,17.0,6.0,0.0,8.0,0.0,1.0,0.0,13,7,2,8,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,16.67,0.0,0.0,83.58,0.0,0.0,0.0,0.0
Aziz Ouattara,CIV,2001.0,"['Mechelen', 'Genk']","['MF', 'MF,DF']",48,2258.0,2,0,2,2,0,0,9,0,2.1,2.1,1.1,3.1,16.0,4.0,0.0,921,1114,1.1,12,51.0,21.0,0.0,8.0,0.0,2.0,1.0,57,41,15,32,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,25.0,0.12,0.5,82.68,0.0,0.0,0.0,0.0
Azor Matusiwa,NED,1998.0,"['Rennes', 'Reims']",['MF'],58,4663.0,1,1,2,1,0,0,9,0,1.4,1.4,2.3,3.7,29.0,7.0,0.0,2424,2821,2.3,49,67.0,51.0,0.0,5.0,0.0,0.0,0.0,112,71,16,90,101,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,24.14,0.03,0.14,85.93,0.0,0.0,0.0,0.0
Azzeddine Toufiqui,FRA,1999.0,['Emmen'],"['MF,FW']",5,60.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,19,29,0.0,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,65.52,0.0,0.0,0.0,0.0
Azzedine Ounahi,MAR,2000.0,"['Marseille', 'Girona', 'Angers']","['MF,FW', 'MF']",47,2794.0,4,0,4,4,0,0,6,0,3.8,3.8,4.0,7.8,48.0,14.0,2.0,1471,1687,4.0,39,32.0,67.0,2.0,46.0,0.0,0.0,0.0,50,21,1,34,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.12,29.17,0.08,0.29,87.2,0.0,0.0,0.0,0.0
Aïman Maurer,MAR,2004.0,['Clermont Foot'],"['MF,FW', 'MF']",15,557.0,0,1,1,0,0,0,0,0,1.3,1.3,1.5,2.8000000000000003,14.0,6.0,1.0,108,154,1.5,6,5.0,15.0,2.0,23.0,0.0,0.0,0.0,3,2,0,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.21,42.86,0.0,0.0,70.13,0.0,0.0,0.0,0.0
Aïssa Laïdouni,TUN,1996.0,['Union Berlin'],['MF'],37,1942.0,2,3,5,2,0,0,6,0,1.5,1.5,1.9,3.4,19.0,7.0,0.0,640,832,1.9,16,32.0,62.0,1.0,33.0,1.0,1.0,0.0,35,19,6,21,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.07,36.84,0.11,0.29,76.92,0.0,0.0,0.0,0.0
