Player_Name,Nationality_Full,Position_FBref,Club_FBref,Matches_Played,Minutes_Played,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,TklW_Percent
Jens Petter Hauge,NOR,Other,"['Gent', 'Eint Frankfurt']",27,488.0,0,0,0,0.0,80.0,37.5
Jens Stage,DEN,MF,['Werder Bremen'],65,4382.0,7,4,0,0.11,71.67,46.07
Jens Toornstra,Netherlands,MF,"['Utrecht', 'Feyenoord']",93,5521.0,6,15,0,0.08,71.95,58.1
Jenson Seelt,Netherlands,DF,"['Sunderland', 'Wolfsburg']",3,140.0,0,0,0,0.0,87.83,0.0
Jeong Woo-yeong,KOR,Other,"['Union Berlin', 'Freiburg', 'Stuttgart']",56,1343.0,3,4,0,0.09,81.04,52.0
Jeppe Corfitzen,DEN,FW,['Lecce'],1,9.0,0,0,0,0.0,66.67,0.0
Jeppe Okkels,DEN,Other,['Utrecht'],5,165.0,0,1,0,0.0,69.35,0.0
Jerdy Schouten,Netherlands,MF,"['PSV Eindhoven', 'Bologna']",80,6226.0,5,4,0,0.14,88.75,58.33
Jere Uronen,FIN,DF,"['Schalke 04', 'Brest']",17,976.0,0,1,0,0.0,75.47,68.18
Jeremie Boga,CIV,FW,"['Nice', 'Atalanta']",57,3101.0,10,11,0,0.17,78.49,48.28
Jeremie Frimpong,Netherlands,DF,"['Liverpool', 'Leverkusen']",68,5039.0,17,14,0,0.18,78.73,56.79
Jeremy Antonisse,CUW,FW,"['Moreirense', 'Emmen']",66,2189.0,1,2,0,0.02,73.49,46.3
Jeremy Bokila,Congo DR,FW,['Willem II'],29,1376.0,3,1,1,0.1,56.25,58.33
Jeremy Doku,Belgium,FW,"['Manchester City', 'Rennes']",66,3370.0,10,13,0,0.11,82.32,61.97
Jeremy Jorge,Spain,FW,['Getafe'],1,2.0,0,0,0,0.0,0.0,0.0
Jeremy Márquez,Mexico,MF,['Atlas'],91,5934.0,8,5,0,0.08,81.6,60.96
Jeremy Sarmiento,ECU,MF,"['Brighton', 'Cremonese']",11,210.0,0,1,0,0.0,81.82,57.14
Jeremy Toljan,Germany,DF,"['Sassuolo', 'Levante']",63,5357.0,1,8,0,0.06,80.78,65.57
Jeremy Udenhout,Netherlands,DF,['Excelsior'],2,7.0,0,0,0,0.0,57.14,0.0
Jeremy van Mullem,Netherlands,MF,"[""Sparta R'dam""]",30,1014.0,0,0,0,0.0,70.03,45.45
Jeremías Ledesma,Argentina,GK,['Cádiz'],68,6108.0,0,0,0,0.0,55.39,75.0
Jeriel Córdova,VEN,FW,['Boavista'],12,156.0,0,0,0,0.0,73.68,0.0
Jeroen Houwen,Netherlands,GK,"['RKC Waalwijk', 'Vitesse']",31,2676.0,0,0,0,0.0,67.58,0.0
Jeroen Veldmate,Netherlands,DF,['Emmen'],25,1989.0,3,0,1,0.27,86.35,64.0
Jeroen Zoet,Netherlands,GK,"['AZ Alkmaar', 'Spezia']",11,874.0,0,0,0,0.0,58.94,100.0
Jerome Deom,Belgium,MF,['Eupen'],38,1269.0,1,2,0,0.05,76.62,56.82
Jerome Opoku,GHA,DF,['Arouca'],26,2053.0,0,1,0,0.0,79.81,50.0
Jerry St. Juste,Netherlands,DF,['Sporting CP'],46,2033.0,1,1,0,0.07,92.97,54.76
Jerónimo Rodríguez,Mexico,DF,['UNAM'],11,553.0,1,0,0,0.25,69.67,70.0
Jesper Daland,NOR,DF,['Cercle Brugge'],64,5414.0,1,1,0,0.03,64.07,72.73
Jesper Karlsson,Sweden,FW,"['AZ Alkmaar', 'Bologna']",30,2121.0,9,4,1,0.17,70.56,65.0
Jesper Karlström,Sweden,MF,['Udinese'],5,450.0,0,0,0,0.0,86.04,55.56
Jesper Lindstrøm,DEN,MF,"['Eint Frankfurt', 'Napoli', 'Wolfsburg']",51,2194.0,7,2,0,0.12,69.32,42.86
Jesper Uneken,Netherlands,FW,['PSV Eindhoven'],1,3.0,1,0,0,1.0,0.0,0.0
Jesse Bal,Netherlands,MF,"[""Sparta R'dam""]",2,5.0,0,0,0,0.0,100.0,0.0
Jesse Bosch,Netherlands,MF,['Willem II'],33,2713.0,6,0,0,0.14,75.57,57.58
Jesse Lingard,England,Other,"[""Nott'ham Forest""]",17,923.0,0,0,0,0.0,79.46,100.0
Jesse van de Haar,Netherlands,FW,['Utrecht'],1,7.0,0,0,0,0.0,100.0,0.0
Jessic Ngankam,Germany,FW,"['Mainz 05', 'Eint Frankfurt', 'Hertha BSC']",40,1290.0,4,0,1,0.12,63.74,66.67
Jessy Deminguet,France,MF,"['Strasbourg', 'Metz']",23,929.0,0,0,0,0.0,84.7,59.09
Jesurun Rak Sakyi,England,Other,['Crystal Palace'],6,136.0,0,0,0,0.0,74.0,25.0
Jesus Rodríguez,Spain,FW,['Como'],5,389.0,0,1,0,0.0,76.27,33.33
Jesus Vazquez,Spain,DF,['Valencia'],35,1227.0,1,0,0,0.06,75.1,51.22
Jesus Velasco,Mexico,DF,['Necaxa'],1,2.0,0,0,0,0.0,50.0,0.0
Jesé,Spain,FW,['Sampdoria'],11,210.0,1,1,0,0.33,72.31,0.0
Jesús Alberto Angulo,Mexico,DF,['UANL'],94,7580.0,3,7,0,0.07,80.72,63.21
Jesús Alcantar,Mexico,DF,['Necaxa'],14,705.0,0,0,0,0.0,79.01,50.0
Jesús Angulo,Mexico,MF,"['León', 'Guadalajara', 'Toluca']",75,3703.0,14,12,0,0.17,85.02,69.57
Jesús Areso,Spain,DF,"['Athletic Club', 'Osasuna']",44,3154.0,1,6,0,0.1,74.3,58.18
Jesús Castillo,PER,MF,['Gil Vicente FC'],26,1069.0,0,0,0,0.0,80.0,55.0
Jesús Corona,Mexico,FW,"['Monterrey', 'Sevilla']",53,2332.0,3,12,0,0.08,76.39,72.97
Jesús David Murillo,Colombia,DF,['FC Juárez'],10,780.0,1,0,0,0.5,82.24,69.57
Jesús Dueñas,Mexico,Other,"['FC Juárez', 'Cruz Azul']",35,2396.0,3,6,1,0.1,79.99,67.86
Jesús Gallardo,Mexico,DF,"['Monterrey', 'Toluca']",89,6570.0,15,14,0,0.19,77.06,57.62
Jesús Garza,Mexico,DF,['UANL'],62,3489.0,2,6,0,0.09,80.68,60.98
Jesús Godínez,Mexico,FW,['Necaxa'],11,220.0,0,0,0,0.0,64.29,0.0
Jesús Hernández,Mexico,FW,"['León', 'Tijuana', 'Pachuca']",42,2129.0,4,1,0,0.09,72.46,65.79
Jesús Molina,Mexico,MF,['UNAM'],23,1252.0,0,0,0,0.0,82.22,47.06
Jesús Navas,Spain,DF,['Sevilla'],61,3984.0,0,2,0,0.0,73.87,69.64
Jesús Orozco,Mexico,DF,"['Cruz Azul', 'Guadalajara']",88,7449.0,1,3,0,0.02,80.98,63.16
Jesús Owono,EQG,GK,['Alavés'],4,360.0,0,0,0,0.0,64.71,0.0
Jesús Piñuelas,Mexico,MF,"['Querétaro', 'Atlético', 'Toluca']",19,1134.0,0,0,0,0.0,83.33,61.11
Jesús Ramírez,VEN,FW,"['Vitória', 'Marítimo']",47,1315.0,4,2,0,0.07,68.67,77.78
Jesús Rivas,Mexico,DF,"['Puebla', 'UNAM']",29,1975.0,0,2,0,0.0,71.88,63.64
Jesús Rodríguez,Mexico,GK,['Puebla'],41,3690.0,0,0,0,0.0,80.76,0.0
Jesús Rubio,Mexico,DF,['Tijuana'],3,167.0,0,0,0,0.0,88.89,100.0
Jesús Serrato,Mexico,MF,['Atlas'],10,364.0,0,0,0,0.0,77.0,62.5
Jesús Sánchez García,Mexico,DF,['Guadalajara'],19,962.0,0,0,0,0.0,77.35,55.32
Jesús Vallejo,Spain,DF,"['Real Madrid', 'Granada']",4,130.0,0,0,0,0.0,92.78,33.33
Jesús Vega,Mexico,DF,['Tijuana'],22,1070.0,2,3,0,0.13,68.79,78.57
Jesús Venegas,Mexico,MF,"['FC Juárez', 'Toluca']",44,2098.0,2,3,0,0.13,82.22,54.35
Jetro Willems,Netherlands,DF,"['Heracles Almelo', 'Groningen']",27,1465.0,0,0,0,0.0,77.63,71.43
Jeyland Mitchell,CRC,DF,['Feyenoord'],1,15.0,0,0,0,0.0,100.0,0.0
Jeyson Duran,Mexico,MF,['Cruz Azul'],1,9.0,0,0,0,0.0,60.0,0.0
Jhoanner Chávez,ECU,DF,['Lens'],8,481.0,0,0,0,0.0,77.93,83.33
Jhojan Julio,ECU,Other,['Tijuana'],8,331.0,1,1,0,0.5,76.85,70.0
Jhon Arias,Colombia,FW,['Wolves'],6,269.0,0,0,0,0.0,82.11,46.67
Jhon Chancellor,VEN,DF,['Necaxa'],5,384.0,0,0,0,0.0,82.01,75.0
Jhon Lucumí,Colombia,DF,"['Bologna', 'Genk']",70,5708.0,0,1,0,0.0,90.8,64.35
Jhon Murillo,VEN,Other,"['Atlas', 'Atlético']",91,6244.0,6,7,0,0.07,78.03,56.58
Jhon Solis,Colombia,MF,['Girona'],25,684.0,0,0,0,0.0,86.2,81.82
Jhon Velásquez,Colombia,Other,['Farense'],4,40.0,0,1,0,0.0,62.5,0.0
Jhonatan,Brazil,GK,['Rio Ave'],66,5940.0,0,0,0,0.0,73.55,0.0
Jhonder Cádiz,VEN,FW,"['Famalicão', 'León']",86,5720.0,31,7,4,0.14,60.08,72.41
Jim Allevinah,GAB,Other,"['Angers', 'Clermont Foot']",68,4185.0,3,2,0,0.04,78.37,60.0
Jimi Tauriainen,England,FW,['Chelsea'],1,1.0,0,0,0,0.0,0.0,0.0
Jimmy Cabot,France,Other,['Lens'],11,511.0,0,1,0,0.0,75.43,60.0
Jizz Hornkamp,Netherlands,FW,['Heracles Almelo'],43,2867.0,18,4,5,0.24,64.98,61.9
Jiří Pavlenka,CZE,GK,['Werder Bremen'],40,3538.0,0,0,0,0.0,71.66,0.0
Jo,Brazil,Other,['Chaves'],47,1317.0,3,2,0,0.06,57.59,64.29
Jo Coppens,Belgium,GK,['Sint-Truiden'],11,911.0,0,0,0,0.0,71.5,0.0
Jo Gilis,Belgium,FW,['OH Leuven'],1,1.0,0,0,0,0.0,100.0,0.0
Joachim Andersen,DEN,DF,"['Crystal Palace', 'Fulham']",77,6827.0,3,3,0,0.07,79.28,60.18
Joachim Imbrechts,Sweden,GK,['Union SG'],1,21.0,0,0,0,0.0,60.0,0.0
Joakim Mæhle,DEN,DF,"['Atalanta', 'Wolfsburg']",68,4922.0,5,7,0,0.1,81.52,59.41
Joan García,Spain,GK,"['Espanyol', 'Barcelona']",7,630.0,0,0,0,0.0,92.42,100.0
Joan Gonzàlez,Spain,MF,['Lecce'],64,3488.0,2,4,0,0.07,75.98,58.23
Joan Jordán,Spain,MF,['Sevilla'],31,1972.0,0,1,0,0.0,87.36,60.0
Joan Nungaray,Mexico,FW,['Puebla'],1,2.0,0,0,0,0.0,0.0,0.0
Joao Joshimar Rojas,ECU,Other,['Monterrey'],19,496.0,2,2,0,0.12,73.79,75.0
Joao Marcos,Brazil,Other,['Santa Clara'],4,163.0,0,0,0,0.0,70.59,50.0
Joaquim,Brazil,DF,['UANL'],28,2493.0,2,2,0,0.06,82.21,74.55
Joaquin Seys,Belgium,DF,['Club Brugge'],25,1737.0,2,0,0,0.25,83.86,60.32
Joaquin Sosa,Uruguay,DF,['Bologna'],10,688.0,0,0,0,0.0,81.27,33.33
Joaquín,Spain,Other,['Betis'],22,496.0,0,2,0,0.0,79.63,100.0
Joaquín Blázquez,Argentina,GK,['Brest'],1,90.0,0,0,0,0.0,72.41,0.0
Joaquín Correa,Argentina,FW,"['Inter', 'Marseille']",38,1380.0,3,1,0,0.12,78.89,63.16
Joaquín Fernández,Spain,DF,"['Valladolid', 'Tijuana']",32,2351.0,1,0,0,0.09,81.99,82.05
Joaquín Montecinos,CHI,FW,"['Querétaro', 'Tijuana']",36,1634.0,2,3,0,0.04,58.41,59.09
Joaquín Moxica,Mexico,FW,['Monterrey'],3,45.0,0,0,0,0.0,72.73,0.0
Joaquín Panichelli,Argentina,Other,"['Strasbourg', 'Alavés']",14,674.0,3,0,2,0.16,72.11,71.43
Jobe Bellingham,England,MF,['Dortmund'],5,168.0,0,0,0,0.0,85.83,50.0
Joca,Portugal,Other,['Rio Ave'],34,2123.0,4,3,0,0.12,70.63,42.86
Jochem van de Kamp,Netherlands,Other,['Almere City'],56,3899.0,2,2,0,0.07,75.75,60.4
Jodel Dossou,BEN,Other,['Clermont Foot'],9,258.0,1,0,0,0.17,66.1,57.14
Joe Aribo,NGA,Other,['Southampton'],21,1224.0,2,0,0,0.14,72.73,64.52
Joe Bryan,England,Other,['Nice'],6,177.0,0,0,0,0.0,79.21,80.0
Joe Corona,United States,MF,['Tijuana'],28,1315.0,2,1,0,0.13,85.3,55.56
Joe Gelhardt,England,FW,['Leeds United'],15,212.0,0,2,0,0.0,64.18,33.33
Joe Gomez,England,DF,['Liverpool'],55,3283.0,0,1,0,0.0,84.18,69.33
Joe Mendes,Sweden,DF,['Braga'],25,1260.0,1,2,0,0.5,81.12,42.86
Joe Rodon,Wales,DF,"['Rennes', 'Leeds United']",22,1957.0,2,0,0,0.18,89.91,62.5
Joe Rothwell,England,MF,['Bournemouth'],31,1402.0,0,1,0,0.0,83.8,55.56
Joe Scally,United States,DF,['Gladbach'],63,4798.0,1,6,0,0.04,79.66,65.33
Joe White,England,MF,['Newcastle Utd'],4,13.0,0,0,0,0.0,91.67,100.0
Joe Willock,England,MF,['Newcastle Utd'],46,3064.0,4,6,0,0.06,81.76,60.29
Joe Worrall,England,DF,"[""Nott'ham Forest"", 'Burnley']",40,2684.0,1,0,0,0.11,77.74,50.82
Joedrick Pupe,Belgium,DF,['Dender'],25,2172.0,0,5,0,0.0,74.28,65.71
Joel Asoro,Sweden,Other,['Metz'],20,848.0,2,1,0,0.33,63.95,69.23
Joel Campbell,CRC,Other,['León'],30,1559.0,2,4,0,0.11,79.87,62.86
Joel Castro Pereira,Portugal,GK,['RKC Waalwijk'],2,180.0,0,0,0,0.0,74.36,0.0
Joel Domínguez,Mexico,MF,['Monterrey'],1,4.0,0,0,0,0.0,100.0,100.0
Joel Drommel,Netherlands,GK,['PSV Eindhoven'],6,495.0,0,0,0,0.0,72.02,0.0
Joel Fujita,JPN,MF,"['Sint-Truiden', 'St. Pauli']",52,3731.0,1,5,0,0.03,83.04,64.29
Joel Imasuen,United States,FW,['Werder Bremen'],1,2.0,0,0,0,0.0,100.0,0.0
Joel Jorquera,Spain,FW,['Moreirense'],12,434.0,1,0,0,0.2,74.76,60.0
Joel Mvuka,NOR,Other,['Lorient'],13,449.0,0,0,0,0.0,72.09,50.0
Joel Ordóñez,ECU,DF,['Club Brugge'],32,2201.0,1,0,0,0.09,90.99,64.0
Joel Pohjanpalo,FIN,Other,['Leverkusen'],1,4.0,0,0,0,0.0,0.0,0.0
Joel Robles,Spain,GK,"['Estoril', 'Leeds United']",33,2970.0,0,0,0,0.0,55.88,0.0
Joel Roca,Spain,Other,['Girona'],10,451.0,1,0,0,0.07,76.26,85.71
Joel Soñora,United States,MF,"['FC Juárez', 'Marítimo']",9,283.0,0,1,0,0.0,72.39,33.33
Joel Voelkerling Persson,Sweden,FW,"['Vitesse', 'Lecce']",18,396.0,0,0,0,0.0,64.21,100.0
Joel Ward,England,DF,['Crystal Palace'],54,4236.0,1,1,0,0.06,75.5,67.37
Joel silva,Portugal,MF,['Boavista'],51,2869.0,3,1,0,0.12,75.85,57.83
Joelinton,Brazil,MF,['Newcastle Utd'],56,4250.0,8,2,0,0.11,81.95,67.54
Joey Antonioli,Netherlands,MF,['Volendam'],4,133.0,0,0,0,0.0,67.74,100.0
Joey Jacobs,Netherlands,DF,['Almere City'],46,3132.0,3,0,0,0.12,64.56,68.0
Joey Kesting,Netherlands,GK,['RKC Waalwijk'],3,270.0,0,0,0,0.0,70.87,0.0
Joey Pelupessy,IDN,MF,['Groningen'],32,1627.0,1,1,0,0.09,87.09,66.67
Joey Veerman,Netherlands,MF,['PSV Eindhoven'],89,6693.0,10,34,0,0.07,80.23,61.94
Jofre,Spain,Other,['Espanyol'],3,89.0,0,0,0,0.0,64.71,100.0
Jofre Torrents,Spain,DF,['Barcelona'],2,40.0,0,0,0,0.0,84.21,100.0
Johan Bakayoko,Belgium,FW,"['PSV Eindhoven', 'RB Leipzig']",91,5812.0,28,15,0,0.13,79.97,64.44
Johan Gastien,France,MF,['Clermont Foot'],59,4863.0,4,3,0,0.13,82.73,53.33
Johan Hove,NOR,MF,['Groningen'],38,3218.0,2,2,0,0.04,75.88,54.24
Johan Manzambi,SUI,MF,['Freiburg'],3,259.0,0,0,0,0.0,82.35,0.0
Johan Mojica,Colombia,DF,"['Villarreal', 'Elche', 'Osasuna', 'Mallorca']",57,3427.0,0,3,0,0.0,74.07,64.41
Johan Rojas,Colombia,Other,"['Monterrey', 'Necaxa']",25,1070.0,3,3,0,0.07,81.15,76.0
Johan Vásquez,Mexico,DF,"['Genoa', 'Cremonese']",67,5113.0,2,1,0,0.04,78.25,63.0
Johann Lepenant,France,MF,"['Lyon', 'Nantes']",43,2713.0,1,3,0,0.03,88.13,63.1
John Brooks,United States,DF,"['Hoffenheim', 'Benfica']",38,2893.0,2,0,0,0.11,81.83,58.7
John Donald,Spain,Other,['Elche'],18,1239.0,1,0,0,0.2,84.01,58.33
John Egan,IRL,DF,['Sheffield Utd'],6,482.0,0,0,0,0.0,69.19,66.67
John Fleck,Scotland,Other,['Sheffield Utd'],4,92.0,0,0,0,0.0,72.5,0.0
John Kennedy,Brazil,Other,['Pachuca'],17,1120.0,9,1,0,0.24,68.31,50.0
John McGinn,Scotland,Other,['Aston Villa'],75,6172.0,8,7,0,0.09,78.98,57.36
John Mercado,ECU,Other,['AVS Futebol'],33,2341.0,3,1,0,0.06,63.65,60.0
John Stones,England,DF,['Manchester City'],43,3175.0,3,2,0,0.2,92.87,56.0
Johnny Cardoso,United States,MF,"['Betis', 'Atlético Madrid']",20,1511.0,1,2,0,0.08,84.29,58.18
Jon Aramburu,VEN,DF,['Real Sociedad'],17,1011.0,0,0,0,0.0,77.31,68.18
Jon Gorrotxategi,Spain,MF,['Real Sociedad'],6,426.0,0,0,0,0.0,84.9,63.64
Jon Guridi,Spain,MF,['Alavés'],41,2969.0,3,4,0,0.08,77.47,58.7
Jon Karrikaburu,Spain,FW,"['Alavés', 'Real Sociedad']",10,157.0,0,0,0,0.0,54.84,0.0
Jon Magunazelaia,Spain,Other,['Real Sociedad'],7,186.0,0,0,0,0.0,62.3,50.0
Jon Martin,Spain,DF,['Real Sociedad'],2,114.0,0,0,0,0.0,90.48,0.0
Jon Moncayola,Spain,MF,['Osasuna'],78,4953.0,2,7,0,0.04,77.05,66.67
Jon Morcillo,Spain,Other,['Athletic Club'],10,76.0,0,1,0,0.0,72.73,0.0
Jon Pacheco,Spain,DF,"['Alavés', 'Real Sociedad']",43,2915.0,1,2,0,0.11,87.86,59.57
Jonah Kusi-Asare,Sweden,FW,['Bayern Munich'],1,5.0,0,0,0,0.0,0.0,0.0
Jonas Bager,DEN,DF,['Charleroi'],42,3228.0,1,1,0,0.25,78.1,60.27
Jonas Föhrenbach,Germany,DF,['Heidenheim'],38,3202.0,0,0,0,0.0,71.9,56.0
Jonas Hector,Germany,DF,['Köln'],32,2824.0,0,2,0,0.0,75.3,58.93
Jonas Hofmann,Germany,MF,"['Gladbach', 'Leverkusen']",65,4907.0,17,16,0,0.16,76.91,58.82
Jonas Lietaert,Belgium,DF,['Cercle Brugge'],13,230.0,0,0,0,0.0,48.78,73.33
Jonas Martin,France,MF,"['Brest', 'Lille']",43,1485.0,0,1,0,0.0,86.65,65.38
Jonas Meffert,Germany,MF,['Hamburger SV'],2,50.0,0,0,0,0.0,73.33,50.0
Jonas Omlin,SUI,GK,"['Gladbach', 'Montpellier']",36,3086.0,0,1,0,0.0,76.84,33.33
Jonas Wendlinger,Austria,GK,['Almere City'],1,10.0,0,0,0,0.0,20.0,0.0
Jonas Wind,DEN,FW,['Wolfsburg'],61,4030.0,17,7,0,0.16,68.94,59.26
Jonatan Braut Brunes,NOR,FW,['OH Leuven'],24,1058.0,3,1,0,0.11,64.06,66.67
Jonatan Lucca,Brazil,MF,['AVS Futebol'],8,271.0,0,0,0,0.0,83.58,50.0
Jonatan Villal,United States,Other,['Atlético'],15,186.0,0,1,0,0.0,78.16,75.0
Jonathan Afolabi,IRL,FW,['Kortrijk'],10,397.0,1,0,0,0.25,67.44,50.0
Jonathan Asp Jensen,DEN,FW,['Bayern Munich'],1,1.0,0,0,0,0.0,0.0,0.0
Jonathan Bamba,CIV,FW,"['Celta Vigo', 'Lille']",61,4764.0,9,9,0,0.08,78.89,50.98
Jonathan Buatu Mananga,ANG,DF,['Gil Vicente FC'],26,2274.0,1,2,0,0.12,90.77,69.44
Jonathan Burkardt,Germany,FW,"['Mainz 05', 'Eint Frankfurt']",36,2319.0,11,4,2,0.16,67.47,60.0
Jonathan Clauss,France,DF,"['Marseille', 'Nice']",66,5049.0,5,13,0,0.06,75.37,52.88
Jonathan David,CAN,FW,"['Juventus', 'Lille']",75,5968.0,44,9,12,0.25,81.95,63.46
Jonathan Fischer,DEN,GK,['Metz'],6,540.0,0,0,0,0.0,87.6,0.0
Jonathan Flores,Mexico,DF,['UNAM'],1,90.0,0,0,0,0.0,78.26,33.33
Jonathan González,Mexico,MF,"['FC Juárez', 'Monterrey']",36,1706.0,0,1,0,0.0,87.93,64.29
Jonathan Gradit,France,DF,['Lens'],64,5295.0,2,3,0,0.18,88.05,64.76
Jonathan Heris,Belgium,DF,['RWDM'],11,871.0,0,2,0,0.0,78.2,72.22
Jonathan Ikone,France,FW,"['Paris FC', 'Fiorentina']",63,3735.0,7,5,0,0.08,81.76,48.72
Jonathan Monroy,Spain,Other,['Chaves'],13,669.0,1,1,0,0.06,75.0,62.5
Jonathan Mutombo,France,DF,['Gil Vicente FC'],15,769.0,0,0,0,0.0,79.71,65.52
Jonathan Norbye,NOR,MF,['RB Leipzig'],1,1.0,0,0,0,0.0,100.0,0.0
Jonathan Orozco,Mexico,GK,['Tijuana'],17,1530.0,0,0,0,0.0,72.21,0.0
Jonathan Panzo,England,DF,"['Standard Liège', 'Rio Ave']",23,1511.0,1,0,0,0.17,89.75,60.0
Jonathan Perlaza,ECU,DF,['Querétaro'],31,1734.0,0,1,0,0.0,70.35,64.41
Jonathan Pérez,Mexico,DF,['Santos'],14,984.0,1,0,0,0.17,80.9,61.54
Jonathan Rodríguez,Uruguay,Other,['América'],48,3119.0,18,4,1,0.19,75.67,60.42
Jonathan Rowe,England,FW,"['Marseille', 'Bologna']",3,146.0,0,0,0,0.0,73.44,33.33
Jonathan Schmid,France,DF,['Freiburg'],3,41.0,0,0,0,0.0,82.14,100.0
Jonathan Sánchez,Mexico,DF,['UNAM'],7,498.0,0,0,0,0.0,72.46,50.0
Jonathan Tah,Germany,DF,"['Bayern Munich', 'Leverkusen']",69,5545.0,6,1,0,0.16,92.26,46.0
Jonathan Torres,Argentina,MF,['Querétaro'],15,592.0,1,1,0,0.08,53.68,33.33
Jonathan Viera,Spain,MF,"['Almería', 'Las Palmas']",21,1529.0,2,4,2,0.08,87.33,48.0
Jonathan de Guzmán,Netherlands,MF,"[""Sparta R'dam""]",54,3368.0,3,3,0,0.09,76.47,48.78
Jonathan dos Santos,Mexico,MF,['América'],74,4092.0,1,1,0,0.05,92.91,65.93
Jonatás Noro,Portugal,DF,['Braga'],1,13.0,0,0,0,0.0,100.0,0.0
Jones El-Abdellaoui,MAR,Other,['Celta Vigo'],1,34.0,0,0,0,0.0,80.77,0.0
Joneston Omurwa,KEN,DF,['Estrela'],15,1141.0,0,0,0,0.0,82.49,60.0
Jonjo Shelvey,England,MF,"['Newcastle Utd', ""Nott'ham Forest""]",11,577.0,0,0,0,0.0,73.17,33.33
Jonjoe Kenny,England,DF,['Hertha BSC'],29,2244.0,0,1,0,0.0,72.83,73.91
Jonny Castro,Spain,MF,"['Alavés', 'Wolves']",26,1886.0,1,0,0,0.1,85.11,54.35
Jonny Evans,NIR,DF,"['Manchester Utd', 'Leicester City']",36,2443.0,0,1,0,0.0,87.54,54.29
Joost van Aken,Netherlands,DF,['Heerenveen'],15,991.0,0,0,0,0.0,80.31,58.33
Jordan Amavi,France,DF,"['Getafe', 'Brest']",7,291.0,1,0,0,1.0,65.33,75.0
Jordan Ayew,GHA,Other,['Crystal Palace'],73,5257.0,8,10,0,0.1,75.6,58.78
Jordan Beyer,Germany,DF,['Burnley'],15,1234.0,0,1,0,0.0,88.97,57.14
Jordan Bos,AUS,DF,['Westerlo'],39,2742.0,6,4,0,0.12,74.42,72.22
Jordan Carrillo,Mexico,Other,['Santos'],44,2618.0,1,3,0,0.03,81.46,56.86
Jordan Clark,England,MF,['Luton Town'],23,1304.0,1,1,0,0.06,71.93,56.67
Jordan Dongmo,CMR,MF,['Troyes'],2,20.0,0,0,0,0.0,90.0,0.0
Jordan Ferri,France,MF,['Montpellier'],64,4769.0,2,3,0,0.09,84.22,62.64
Jordan Henderson,England,MF,"['Liverpool', 'Brentford', 'Ajax']",78,5099.0,1,11,0,0.02,84.05,54.22
Jordan Holsgrove,Scotland,MF,"['Paços de Ferreira', 'Estoril']",67,5335.0,5,8,0,0.06,82.63,63.06
Jordan Larsson,Sweden,Other,['Schalke 04'],11,463.0,0,0,0,0.0,74.36,62.5
Jordan Lefort,France,DF,['Angers'],6,540.0,0,1,0,0.0,86.22,60.0
Jordan Lotomba,SUI,DF,"['Feyenoord', 'Nice']",67,4743.0,2,3,0,0.06,83.93,67.86
Jordan Majchrzak,POL,FW,['Roma'],1,14.0,0,0,0,0.0,75.0,0.0
Jordan Pefok,United States,FW,"['Gladbach', 'Union Berlin']",57,2805.0,9,7,0,0.13,66.21,44.0
Jordan Pickford,England,GK,['Everton'],81,7290.0,0,1,0,0.0,60.41,50.0
Jordan Semedo,France,DF,['Cercle Brugge'],14,489.0,0,0,0,0.0,65.52,90.91
Jordan Sierra,ECU,MF,"['FC Juárez', 'Mazatlán', 'Querétaro', 'Toluca']",94,5334.0,3,3,0,0.05,81.96,57.02
Jordan Silva,Mexico,DF,"['Cruz Azul', 'Querétaro', 'Atlético']",29,2224.0,1,0,0,0.04,85.94,75.61
Jordan Teze,Netherlands,DF,"['PSV Eindhoven', 'Monaco']",64,4940.0,2,12,0,0.05,84.39,68.6
Jordan Torunarigha,Germany,DF,"['Gent', 'Hamburger SV']",77,6045.0,4,5,1,0.15,83.59,58.06
Jordan Veretout,France,MF,['Marseille'],67,5046.0,5,5,1,0.08,82.63,60.64
Jordan Zemura,ZIM,DF,"['Udinese', 'Bournemouth']",51,2856.0,1,1,0,0.09,70.59,62.32
Jordi,Spain,Other,['Getafe'],13,573.0,0,0,0,0.0,61.98,68.75
Jordi Alba,Spain,DF,['Barcelona'],24,1419.0,2,3,0,0.15,83.36,72.0
Jordi Almeida,Brazil,GK,['Paços de Ferreira'],6,540.0,0,0,0,0.0,59.79,0.0
Jordi Altena,Netherlands,MF,['Vitesse'],2,5.0,0,0,0,0.0,50.0,0.0
Jordi Blom,Netherlands,FW,['Volendam'],2,41.0,0,0,0,0.0,45.45,100.0
Jordi Cortizo,Mexico,Other,"['Puebla', 'Monterrey']",81,4058.0,10,9,0,0.13,84.02,65.85
Jordi Masip,Spain,GK,['Valladolid'],28,2507.0,0,0,0,0.0,70.51,0.0
Jordi Mboula,Spain,Other,"['Hellas Verona', 'Gil Vicente FC']",35,1456.0,0,3,0,0.0,72.89,61.9
Jordi Osei-Tutu,England,Other,['Bochum'],20,749.0,0,0,0,0.0,69.12,78.26
Jordi Vanlerberghe,Belgium,Other,['Mechelen'],41,3147.0,2,2,1,0.05,79.43,66.67
Jordy Alcivar,ECU,Other,['León'],10,395.0,0,0,0,0.0,75.0,50.0
