Player_Name,Nationality_Full,Position_FBref,Club_FBref,Matches_Played,Minutes_Played,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,TklW_Percent
Djibril Soumaré,SEN,MF,['Nacional'],23,1882.0,1,1,0,0.04,80.2,68.25
Djibril Sow,SUI,MF,"['Sevilla', 'Eint Frankfurt']",59,4296.0,6,1,0,0.12,85.15,67.11
Djiby Seck,SEN,Other,['Kortrijk'],6,56.0,1,0,0,0.5,85.71,0.0
Djomar Giersthove,Netherlands,DF,['Feyenoord'],1,9.0,0,0,0,0.0,100.0,0.0
Djordje Mihailovic,United States,MF,['AZ Alkmaar'],23,815.0,1,1,0,0.08,78.44,52.94
Djovkar Doudaev,Belgium,DF,['RWDM'],5,205.0,0,0,0,0.0,84.07,40.0
Dodi Lukebakio,Belgium,Other,"['Sevilla', 'Hertha BSC']",57,3702.0,17,4,5,0.17,72.42,56.52
Dodô,Brazil,DF,['Fiorentina'],47,3304.0,1,3,0,0.06,80.29,56.86
Dogucan Haspolat,TUR,MF,['Westerlo'],47,3074.0,3,5,0,0.12,70.55,57.43
Doke Schmidt,Netherlands,DF,['Cambuur'],25,1666.0,0,0,0,0.0,74.9,53.19
Domagoj Bradarić,CRO,DF,"['Salernitana', 'Hellas Verona']",71,5507.0,0,6,0,0.0,75.52,68.75
Domen Črnigoj,SVN,MF,['Salernitana'],7,296.0,0,0,0,0.0,71.17,37.5
Domenico Berardi,Italy,FW,['Sassuolo'],48,3736.0,22,12,13,0.17,67.14,60.87
Domingo Blanco,Argentina,Other,['Tijuana'],51,3425.0,5,4,0,0.09,72.89,59.14
Domingos André Ribeiro Almeida,Portugal,MF,"['Valencia', 'Vitória']",58,3829.0,4,7,0,0.11,79.56,61.46
Domingos Duarte,Portugal,DF,['Getafe'],52,4059.0,0,2,0,0.0,76.85,67.57
Domingos Quina,Portugal,MF,"['Udinese', 'Vizela', 'Elche']",25,1014.0,0,3,0,0.0,81.46,54.55
Dominic Ballard,England,Other,['Southampton'],2,26.0,0,0,0,0.0,71.43,0.0
Dominic Calvert-Lewin,England,FW,"['Everton', 'Leeds United']",53,3603.0,10,3,3,0.09,57.95,47.37
Dominic Sadi,England,FW,['Bournemouth'],1,1.0,0,0,0,0.0,0.0,0.0
Dominic Solanke,England,FW,"['Tottenham', 'Bournemouth']",73,6218.0,25,10,2,0.14,70.9,53.85
Dominick Drexler,Germany,Other,['Schalke 04'],27,1366.0,4,3,0,0.25,65.26,68.0
Dominik Greif,SVK,GK,"['Lyon', 'Mallorca']",4,360.0,0,0,0,0.0,75.17,0.0
Dominik Janošek,CZE,MF,['NAC Breda'],28,1159.0,2,4,1,0.06,77.37,50.0
Dominik Kohr,Germany,MF,['Mainz 05'],65,4797.0,5,0,0,0.07,74.96,61.36
Dominik Szoboszlai,HUN,MF,"['RB Leipzig', 'Liverpool']",70,5088.0,10,10,1,0.08,81.52,63.95
Dominique Heintz,Germany,DF,"['Bochum', 'Köln']",24,1434.0,0,0,0,0.0,81.78,56.0
Don-Angelo Konadu,Netherlands,FW,['Ajax'],3,62.0,0,1,0,0.0,72.22,0.0
Donny van de Beek,Netherlands,MF,"['Manchester Utd', 'Eint Frankfurt', 'Girona']",18,568.0,0,0,0,0.0,78.6,37.5
Donovan Léon,GUF,GK,['Auxerre'],6,494.0,0,0,0,0.0,51.23,100.0
Donyell Malen,Netherlands,FW,"['Aston Villa', 'Dortmund']",59,3638.0,22,7,0,0.16,74.69,52.0
Dorian Dessoleil,Belgium,DF,['Kortrijk'],13,1123.0,0,0,0,0.0,83.56,64.29
Douglas,Brazil,MF,['Nantes'],25,1772.0,0,0,0,0.0,86.92,60.0
Douglas Luiz,Brazil,MF,"['Aston Villa', ""Nott'ham Forest""]",73,5995.0,15,11,4,0.19,84.17,61.83
Doğan Alemdar,TUR,GK,['Rennes'],6,406.0,0,0,0,0.0,65.52,0.0
Doğan Erdoğan,TUR,Other,['Fortuna Sittard'],27,1695.0,0,0,0,0.0,74.6,67.57
Dries Wouters,Belgium,DF,['Mechelen'],14,1029.0,1,1,0,0.25,87.82,66.67
Duccio Degl'Innocenti,Italy,MF,['Empoli'],1,3.0,0,0,0,0.0,0.0,0.0
Dudu,Brazil,Other,['Nacional'],21,1338.0,3,2,1,0.12,74.68,67.86
Duje Ćaleta-Car,CRO,DF,"['Marseille', 'Lyon', 'Southampton', 'Real Sociedad']",44,3464.0,1,0,0,0.06,87.25,52.27
Duplexe Tchamba,CMR,DF,['Casa Pia'],42,3450.0,3,2,0,0.11,77.67,57.38
Duván Vergara,Colombia,Other,"['Monterrey', 'Santos']",39,1483.0,3,3,1,0.07,73.32,52.94
Duván Zapata,Colombia,FW,"['Torino', 'Atalanta']",63,4404.0,15,6,0,0.1,66.61,42.31
Dušan Tadić,SRB,Other,['Ajax'],34,2964.0,11,17,4,0.26,69.33,53.85
Dušan Vlahović,SRB,FW,['Juventus'],65,4433.0,28,6,4,0.16,70.25,55.0
Dwight McNeil,England,FW,['Everton'],72,5410.0,10,9,0,0.1,67.95,62.96
Dyego Sousa,Portugal,FW,"['Nacional', 'Almería']",27,676.0,0,1,0,0.0,65.1,60.0
Dylan Batubinsika,Congo DR,DF,['Famalicão'],2,180.0,0,0,0,0.0,92.23,33.33
Dylan Bronn,TUN,DF,['Salernitana'],28,1735.0,0,0,0,0.0,84.69,52.94
Dylan Collard,MRI,DF,['Marítimo'],1,2.0,0,0,0,0.0,66.67,0.0
Dylan Demuynck,Belgium,Other,['Zulte Waregem'],2,13.0,0,0,0,0.0,0.0,0.0
Dylan Mbayo,Belgium,Other,"['Zwolle', 'Kortrijk']",62,3233.0,5,7,0,0.11,75.51,64.44
Dylan Nandín,Uruguay,FW,['Arouca'],15,657.0,3,1,0,0.2,64.39,50.0
Dylan Ouédraogo,BFA,DF,['OH Leuven'],21,1143.0,0,1,0,0.0,75.79,70.0
Dylan Saint-Louis,CGO,Other,['Vizela'],15,257.0,1,0,0,0.14,65.74,40.0
Dylan Torres,Mexico,MF,['Puebla'],1,9.0,0,0,0,0.0,50.0,0.0
Dylan Vente,Netherlands,FW,['Zwolle'],30,2518.0,13,0,3,0.3,68.64,52.94
Dylan van Wageningen,Netherlands,FW,"[""Sparta R'dam""]",1,1.0,0,0,0,0.0,0.0,0.0
Dávid Hancko,SVK,DF,"['Feyenoord', 'Atlético Madrid']",104,9179.0,10,8,1,0.06,88.1,65.62
Dávid Strelec,SVK,FW,['Spezia'],7,169.0,0,0,0,0.0,58.14,100.0
Dénys Bain,France,DF,['Auxerre'],2,126.0,0,0,0,0.0,92.86,75.0
Désiré Doué,France,Other,"['Paris S-G', 'Rennes']",60,2909.0,7,5,0,0.12,75.77,54.67
Dória,Brazil,DF,"['Atlas', 'Santos']",72,5955.0,3,0,0,0.04,78.4,62.07
Dženan Pejčinović,Germany,FW,['Wolfsburg'],10,232.0,0,0,0,0.0,64.81,100.0
Ebenezer Akinsanmiro,NGA,MF,"['Inter', 'Pisa']",5,314.0,0,0,0,0.0,92.92,70.0
Eberechi Eze,England,MF,"['Crystal Palace', 'Arsenal']",70,5008.0,21,10,2,0.13,77.82,54.43
Eboue Kouassi,CIV,MF,['Arouca'],25,1352.0,0,0,0,0.0,86.93,65.38
Edan Diop,France,Other,['Monaco'],17,386.0,1,0,0,0.17,73.39,69.57
Eddie Nketiah,England,MF,"['Crystal Palace', 'Arsenal']",59,2203.0,10,3,0,0.12,79.33,64.0
Eddy Kouadio,CIV,DF,['Fiorentina'],1,45.0,0,0,0,0.0,71.43,50.0
Eden Hazard,Belgium,FW,['Real Madrid'],6,196.0,0,1,0,0.0,88.89,0.0
Eden Shamir,ISR,Other,['Standard Liège'],4,87.0,0,0,0,0.0,87.1,33.33
Eder López,Mexico,DF,['FC Juárez'],11,258.0,0,0,0,0.0,72.31,60.0
Ederson,Brazil,GK,['Manchester City'],68,5935.0,0,1,0,0.0,86.55,33.33
Edgar Alaffita,Mexico,MF,['UNAM'],2,125.0,0,0,0,0.0,72.73,66.67
Edgar Costa,Portugal,Other,['Marítimo'],21,475.0,0,1,0,0.0,56.32,80.0
Edgar Guerra,Colombia,Other,['León'],33,1897.0,1,3,0,0.03,76.96,50.0
Edgar López,Mexico,FW,"['Tijuana', 'Toluca']",80,3831.0,10,4,0,0.13,75.76,68.42
Edgar Zaldívar,Mexico,MF,['Atlas'],66,3559.0,2,0,0,0.1,82.6,59.74
Edgaras Utkus,LTU,DF,['Cercle Brugge'],44,2501.0,1,2,0,0.03,61.13,65.52
Edimilson Fernandes,SUI,DF,['Mainz 05'],53,3727.0,0,5,0,0.0,72.68,68.33
Edin Džeko,BIH,FW,"['Inter', 'Fiorentina']",37,1809.0,9,3,0,0.12,69.23,75.0
Edinson Cavani,Uruguay,FW,['Valencia'],25,1449.0,5,2,2,0.16,74.29,57.14
Edison Flores,PER,MF,['Atlas'],22,821.0,0,2,0,0.0,78.06,52.17
Edisson Jordanov,BUL,DF,['Westerlo'],39,1969.0,1,0,0,0.08,76.36,68.66
Edmond Tapsoba,BFA,DF,['Leverkusen'],66,5408.0,2,1,1,0.07,88.12,63.16
Edoardo Bove,Italy,MF,['Roma'],53,2772.0,1,2,0,0.04,80.78,51.58
Edoardo Goldaniga,Italy,DF,"['Como', 'Cagliari']",14,1012.0,0,0,0,0.0,79.06,58.33
Edoardo Iannoni,Italy,MF,['Sassuolo'],3,30.0,1,0,0,0.5,78.57,0.0
Edon Zhegrova,KVX,MF,"['Juventus', 'Lille']",57,3379.0,9,10,0,0.07,74.39,57.69
Edouard Mendy,SEN,GK,['Chelsea'],10,855.0,0,0,0,0.0,80.62,0.0
Edouard Michut,France,Other,['Fortuna Sittard'],18,1028.0,1,0,0,0.08,86.81,70.59
Edson,Brazil,DF,['FC Juárez'],24,1308.0,2,0,0,0.5,81.06,65.22
Edson Gutiérrez,Mexico,DF,"['Monterrey', 'Santos']",37,2644.0,1,0,0,0.1,83.75,61.82
Edson Mata,Mexico,DF,['Mazatlán'],2,23.0,0,0,0,0.0,57.14,50.0
Edson Álvarez,Mexico,MF,"['West Ham', 'Ajax']",62,4963.0,4,4,0,0.05,87.65,52.32
Edu,Portugal,MF,['Chaves'],4,33.0,0,0,0,0.0,80.0,0.0
Edu Expósito,Spain,MF,['Espanyol'],34,1573.0,2,4,0,0.07,74.16,60.98
Eduard Bello,VEN,Other,['Mazatlán'],48,2241.0,7,2,0,0.17,72.8,57.89
Eduard Sobol,UKR,DF,"['Strasbourg', 'Club Brugge', 'Genk']",34,1671.0,1,1,0,0.07,77.97,53.33
Eduardo Aguirre,Mexico,FW,"['Atlas', 'Santos']",75,4938.0,18,6,2,0.15,69.32,61.36
Eduardo Armenta,Mexico,MF,"['Querétaro', 'Tijuana']",43,1527.0,0,1,0,0.0,69.12,59.62
Eduardo Camavinga,France,MF,['Real Madrid'],71,3869.0,0,3,0,0.0,90.81,65.52
Eduardo Felicíssimo,Portugal,MF,['Sporting CP'],6,195.0,0,0,0,0.0,79.49,60.0
Eduardo Fereira,VEN,Other,['Casa Pia'],3,54.0,0,0,0,0.0,76.19,0.0
Eduardo Gabriel,Brazil,DF,['Pachuca'],15,1292.0,0,1,0,0.0,87.52,65.0
Eduardo García,Mexico,GK,['Guadalajara'],2,180.0,0,0,0,0.0,75.38,0.0
Eduardo Pérez Reyes,Mexico,FW,['Santos'],5,17.0,0,0,0,0.0,75.0,0.0
Eduardo Quaresma,Portugal,DF,"['Hoffenheim', 'Sporting CP']",44,2439.0,2,0,0,0.67,92.3,55.7
Eduardo Salvio,Argentina,Other,['UNAM'],60,4777.0,15,9,3,0.09,71.64,53.57
Eduardo Tercero,Mexico,DF,['UANL'],12,476.0,0,0,0,0.0,79.54,52.63
Eduardo Águila,Mexico,DF,['Atlético'],46,3119.0,0,0,0,0.0,85.45,63.64
Edyairth Ortega,Mexico,MF,['Atlas'],8,434.0,0,0,0,0.0,87.23,64.29
Efrain Alvarez,Mexico,Other,['Tijuana'],48,3187.0,7,10,0,0.09,74.66,82.35
Efraín Orona,Mexico,DF,"['Puebla', 'Mazatlán']",69,4572.0,1,1,0,0.03,75.19,63.89
Efraín Velarde,Mexico,DF,['UNAM'],7,338.0,0,0,0,0.0,78.0,40.0
Ejaita Ifoni,NGA,FW,['Seraing'],9,180.0,0,0,0,0.0,61.54,0.0
El Bilal Touré,MLI,FW,"['Almería', 'Reims', 'Atalanta']",35,1749.0,9,2,0,0.21,72.03,80.0
El Chadaille Bitshiabu,France,DF,"['Paris S-G', 'RB Leipzig']",19,617.0,0,0,0,0.0,91.22,63.64
El Hadji Malick Diouf,SEN,DF,['West Ham'],6,540.0,0,3,0,0.0,72.1,33.33
Elayis Tavsan,Netherlands,FW,"['Hellas Verona', 'NEC Nijmegen']",43,2929.0,5,3,0,0.06,76.34,65.91
Elba Rashani,KVX,Other,['Clermont Foot'],56,3337.0,5,3,0,0.1,74.67,63.77
Elder Santana,Brazil,Other,['Gil Vicente FC'],5,46.0,0,1,0,0.0,88.89,50.0
Eldor Shomurodov,UZB,FW,"['Roma', 'Cagliari', 'Spezia']",43,1864.0,4,4,0,0.09,68.59,52.94
Eli Junior Kroupi,France,Other,"['Lorient', 'Bournemouth']",35,1116.0,6,3,0,0.24,76.71,57.14
Elia Caprile,Italy,GK,"['Cagliari', 'Empoli']",28,2520.0,0,0,0,0.0,67.7,0.0
Eliano Reijnders,IDN,DF,['Zwolle'],53,3283.0,4,1,0,0.11,77.52,66.1
Eliaquim Mangala,France,DF,['Estoril'],26,1465.0,1,0,0,0.5,87.53,59.09
Elias Achouri,TUN,MF,['Estoril'],2,6.0,0,0,0,0.0,50.0,0.0
Elias Baum,Germany,Other,['Eint Frankfurt'],4,28.0,0,0,0,0.0,76.47,0.0
Elias Cobbaut,Belgium,DF,['Mechelen'],24,2160.0,0,0,0,0.0,84.52,71.43
Elias Hoff Melkersen,NOR,FW,"[""Sparta R'dam""]",2,11.0,0,0,0,0.0,50.0,0.0
Elias Montiel,Mexico,MF,['Pachuca'],47,3597.0,2,5,0,0.03,85.69,55.96
Elias Saad,TUN,Other,['Augsburg'],4,245.0,0,0,0,0.0,70.69,75.0
Elias Spago,Belgium,DF,['Seraing'],1,12.0,0,0,0,0.0,80.0,0.0
Eliesse Ben Seghir,MAR,MF,"['Monaco', 'Leverkusen']",36,1655.0,6,2,0,0.16,79.27,55.17
Eliezer Mayenda,Spain,FW,['Sunderland'],4,212.0,1,0,0,0.33,54.55,0.0
Elif Elmas,MKD,MF,"['RB Leipzig', 'Napoli']",64,2330.0,8,3,1,0.15,86.35,60.53
Elijah Adebayo,England,FW,['Luton Town'],27,1419.0,10,0,0,0.32,70.59,25.0
Elijah Dijkstra,Netherlands,DF,['AZ Alkmaar'],2,92.0,0,0,0,0.0,85.96,0.0
Eliot Matazo,Belgium,MF,"['Monaco', 'Antwerp']",33,1299.0,1,1,0,0.2,80.38,46.88
Elisha Owusu,GHA,MF,"['Auxerre', 'Gent']",15,996.0,0,0,0,0.0,82.37,62.07
Elliot Anderson,England,MF,"['Newcastle Utd', ""Nott'ham Forest""]",49,1977.0,0,4,0,0.0,81.9,62.96
Ellis Simms,England,FW,['Everton'],11,228.0,1,0,0,0.12,61.29,0.0
Ellyes Skhiri,TUN,MF,"['Köln', 'Eint Frankfurt']",60,5114.0,9,3,0,0.18,86.16,54.84
Eloy Room,CUW,GK,['Vitesse'],34,3060.0,0,0,0,0.0,64.53,0.0
Elseid Hysaj,ALB,DF,['Lazio'],58,3261.0,1,1,0,0.17,84.3,57.81
Elton Kabangu,Belgium,Other,['Union SG'],19,247.0,1,1,0,0.33,76.62,62.5
Elton Yeboah,Belgium,Other,['Mechelen'],2,12.0,0,0,0,0.0,100.0,0.0
Elves Baldé,GNB,Other,['Farense'],48,2021.0,2,5,0,0.04,58.41,56.52
Elvis Manu,Netherlands,FW,['Groningen'],10,610.0,0,0,0,0.0,67.08,83.33
Elvis Rexhbeçaj,KVX,MF,['Augsburg'],61,4724.0,2,0,1,0.04,70.69,61.18
Elye Wahi,France,FW,"['Montpellier', 'Eint Frankfurt', 'Lens']",66,4421.0,28,9,2,0.23,70.58,47.06
Elyess Dao,MAR,Other,['Anderlecht'],2,5.0,0,0,0,0.0,50.0,0.0
Elysée Logbo,France,FW,['Le Havre'],10,248.0,0,0,0,0.0,77.5,0.0
Elías Hernández,Mexico,MF,['León'],43,1998.0,0,5,0,0.0,74.67,63.33
Elías Már Ómarsson,ISL,FW,['NAC Breda'],32,2299.0,8,1,0,0.14,67.09,66.67
Emanuel Aguilera,Argentina,DF,['Atlas'],15,1033.0,0,0,0,0.0,83.03,41.67
Emanuel Aiwum,Austria,DF,['Cremonese'],23,1653.0,0,0,0,0.0,79.07,61.82
Emanuel Emegha,Netherlands,FW,['Strasbourg'],32,2305.0,10,3,0,0.18,73.89,62.5
Emanuel Gularte,Uruguay,DF,"['Puebla', 'Querétaro']",81,6964.0,5,3,0,0.09,75.4,66.67
Emanuel Ley,Mexico,FW,['Tijuana'],1,17.0,0,0,0,0.0,100.0,0.0
Emanuel Montejano Arroyo,Mexico,FW,['UNAM'],2,50.0,0,0,0,0.0,62.5,0.0
Emanuel Poku,Netherlands,FW,['Almere City'],4,145.0,0,0,0,0.0,61.54,0.0
Emanuel Reynoso,Argentina,Other,['Tijuana'],16,1001.0,3,3,0,0.2,82.99,69.57
Emanuel Vignato,Italy,Other,"['Salernitana', 'Bologna', 'Empoli']",22,610.0,1,2,0,0.25,77.66,68.75
Emanuele Valeri,Italy,DF,"['Parma', 'Frosinone', 'Cremonese']",58,4413.0,2,5,0,0.03,59.83,61.9
Emerson,Brazil,DF,['Tottenham'],48,2896.0,3,1,0,0.13,85.08,63.33
Emerson Palmieri,Italy,DF,"['Marseille', 'West Ham']",61,4610.0,2,2,0,0.06,80.62,60.58
Emerson Rodríguez,Colombia,MF,['Santos'],24,1416.0,2,2,0,0.11,66.49,68.0
Emersonn,Brazil,FW,['Toulouse'],2,80.0,0,0,0,0.0,77.78,0.0
Emi Buendía,Argentina,Other,['Aston Villa'],43,2688.0,6,3,0,0.1,77.43,47.54
Emil Audero,IDN,GK,"['Inter', 'Sampdoria', 'Cremonese']",33,2947.0,0,0,0,0.0,69.3,0.0
Emil Bohinen,NOR,MF,"['Salernitana', 'Genoa']",41,1423.0,0,0,0,0.0,81.8,58.82
Emil Ceide,NOR,FW,['Sassuolo'],30,691.0,0,1,0,0.0,71.49,57.14
Emil Forsberg,Sweden,Other,['RB Leipzig'],44,1946.0,8,5,2,0.25,81.36,60.87
Emil Hansson,Sweden,Other,['Heracles Almelo'],24,1885.0,5,6,2,0.19,73.7,46.15
Emil Holm,Sweden,DF,"['Bologna', 'Atalanta', 'Spezia']",43,2422.0,2,3,0,0.05,63.36,64.29
Emil Krafth,Sweden,DF,['Newcastle Utd'],18,914.0,0,0,0,0.0,84.14,66.67
Emile Smith Rowe,England,MF,"['Arsenal', 'Fulham']",32,656.0,1,3,0,0.05,87.79,33.33
Emiliano García,Mexico,MF,['Puebla'],3,23.0,0,0,0,0.0,73.68,100.0
Emiliano Gómez,Uruguay,Other,['Puebla'],26,2054.0,5,0,1,0.1,71.63,45.45
Emiliano Marcondes,DEN,MF,['Bournemouth'],1,9.0,0,0,0,0.0,100.0,0.0
Emiliano Martínez,Argentina,GK,['Aston Villa'],74,6514.0,0,0,0,0.0,78.51,0.0
Emiliano Rigoni,Argentina,Other,['León'],13,478.0,1,1,0,0.1,71.66,55.56
Emiliano Velázquez,Uruguay,DF,['FC Juárez'],9,753.0,0,0,0,0.0,78.07,73.91
Emilijus Zubas,LTU,GK,['Arouca'],3,270.0,0,0,0,0.0,65.71,0.0
Emilio Kehrer,Germany,Other,"['Cercle Brugge', 'Willem II']",37,1182.0,2,3,0,0.07,66.56,76.0
Emilio Lara,Mexico,DF,"['Necaxa', 'América']",57,4305.0,1,7,0,0.09,78.77,65.43
Emilio Martínez González,Mexico,DF,"['Puebla', 'Necaxa']",53,3351.0,1,0,0,0.06,73.27,57.14
Emilio Santillán,Mexico,DF,['Santos'],2,82.0,0,1,0,0.0,86.21,0.0
Emin Bayram,TUR,DF,['Westerlo'],44,3477.0,2,2,0,0.07,82.17,65.88
Emir Karic,Austria,DF,['Darmstadt 98'],27,1783.0,0,0,0,0.0,78.76,60.0
Emir Ortakaya,TUR,DF,['Westerlo'],3,153.0,0,0,0,0.0,85.71,0.0
Emir Sahiti,KVX,FW,['Hamburger SV'],2,120.0,0,0,0,0.0,69.7,0.0
Emirhan İlkhan,TUR,MF,"['Sampdoria', 'Torino']",13,257.0,0,0,0,0.0,85.61,57.14
Emmanuel Agbadou,CIV,DF,"['Reims', 'Wolves']",67,5479.0,1,4,0,0.02,85.87,65.77
Emmanuel Biumla,France,DF,['Angers'],2,59.0,0,0,0,0.0,85.71,0.0
Emmanuel Boateng,GHA,FW,['Rio Ave'],55,3721.0,13,2,0,0.12,69.46,62.5
Emmanuel Dennis,NGA,Other,"[""Nott'ham Forest""]",19,720.0,2,2,0,0.1,67.76,64.71
Emmanuel Echeverría,Mexico,DF,['Santos'],40,2995.0,2,0,0,0.12,77.01,74.0
Emmanuel Ekong,Sweden,FW,['Empoli'],3,25.0,0,0,0,0.0,80.0,0.0
Emmanuel Gyasi,GHA,Other,"['Empoli', 'Spezia']",68,4689.0,3,2,0,0.06,78.25,55.17
Emmanuel Hackman,TOG,DF,['Gil Vicente FC'],2,135.0,0,0,0,0.0,60.0,100.0
Emmanuel Kakou,CIV,DF,['Cercle Brugge'],17,1264.0,1,0,0,0.1,63.94,53.57
Emmanuel Sabbi,United States,Other,['Le Havre'],30,1584.0,5,1,2,0.17,70.11,50.0
Emmanuel Toku,GHA,Other,['OH Leuven'],3,45.0,0,0,0,0.0,77.78,100.0
Emran Soglo,France,Other,['Marseille'],3,109.0,1,1,0,1.0,79.49,50.0
Emre Can,Germany,MF,['Dortmund'],52,3853.0,4,3,3,0.13,88.4,60.83
Enea Mihaj,ALB,DF,['Famalicão'],72,6315.0,0,1,0,0.0,86.96,57.89
Eneko Ortiz,Spain,DF,['Alavés'],1,14.0,0,0,0,0.0,75.0,0.0
Enes Mahmutovic,LUX,DF,['NAC Breda'],10,711.0,0,0,0,0.0,81.47,53.85
Enes Ünal,TUR,FW,"['Getafe', 'Bournemouth']",54,3438.0,16,6,5,0.15,61.05,56.25
Eniss Shabani,ALB,MF,['Mainz 05'],1,10.0,0,0,0,0.0,83.33,0.0
Enock Agyei,Belgium,Other,['Mechelen'],8,334.0,0,0,0,0.0,70.0,100.0
Enock Mwepu,ZAM,Other,['Brighton'],6,213.0,0,1,0,0.0,78.21,50.0
Enric Llansana,Netherlands,MF,['Go Ahead Eag'],81,5063.0,6,4,0,0.08,80.32,63.73
Enrico Del Prato,Italy,DF,['Parma'],5,450.0,0,0,0,0.0,80.93,33.33
Enrique Cedillo,Mexico,DF,['Mazatlán'],10,428.0,0,0,0,0.0,84.23,61.54
Enrique Gomez,Mexico,MF,['Toluca'],1,1.0,0,0,0,0.0,0.0,0.0
Enso Gonzalez,PAR,Other,['Wolves'],1,1.0,0,0,0,0.0,100.0,0.0
Enzo Barrenechea,Argentina,MF,"['Frosinone', 'Juventus']",39,2969.0,0,1,0,0.0,85.33,61.64
Enzo Boyomo,CMR,DF,['Osasuna'],8,717.0,0,0,0,0.0,79.3,52.63
Enzo Cornelisse,Netherlands,DF,['Vitesse'],47,2878.0,0,0,0,0.0,75.98,52.83
Enzo Ebosse,CMR,DF,"['Udinese', 'Hellas Verona']",23,992.0,0,0,0,0.0,81.56,62.5
Enzo Fernández,Argentina,MF,"['Benfica', 'Chelsea']",69,5666.0,7,10,2,0.07,85.91,48.97
Enzo Koffi Vinette,France,DF,['Le Havre'],1,6.0,0,0,0,0.0,75.0,0.0
Enzo Le Fée,France,MF,"['Sunderland', 'Lorient', 'Rennes']",65,4841.0,6,7,1,0.1,82.38,61.76
Enzo Loiodice,France,MF,['Las Palmas'],34,1790.0,0,1,0,0.0,82.82,56.45
Enzo Martínez,Uruguay,DF,"['Querétaro', 'Pachuca']",12,989.0,0,0,0,0.0,75.49,63.33
Enzo Millot,France,MF,['Stuttgart'],54,3131.0,5,5,1,0.09,83.64,60.32
Enzo Molebe,France,FW,['Lyon'],1,10.0,0,0,0,0.0,60.0,0.0
Enzo Mongo,France,DF,['Nantes'],1,10.0,0,0,0,0.0,0.0,100.0
Enzo Roco,CHI,DF,['Elche'],22,1652.0,0,0,0,0.0,81.64,39.39
Enzo Tchato,CMR,DF,['Montpellier'],38,2221.0,1,1,0,0.11,74.58,65.38
Eray Cömert,SUI,DF,"['Valencia', 'Nantes']",48,3667.0,3,0,0,0.16,87.41,66.23
Erdon Daci,MKD,FW,['Westerlo'],15,866.0,4,1,0,0.12,69.19,40.0
Eren Dinkçi,Germany,Other,"['Heidenheim', 'Werder Bremen', 'Freiburg']",55,3080.0,10,5,0,0.17,62.31,64.29
Erhan Mašović,SRB,Other,['Bochum'],58,4397.0,4,0,0,0.12,79.33,62.28
Eric Bailly,CIV,DF,"['Marseille', 'Oviedo', 'Villarreal']",28,1472.0,0,0,0,0.0,86.18,72.22
Eric Bocat,France,DF,['Sint-Truiden'],51,3861.0,1,5,0,0.03,75.97,69.23
Eric Curbelo,Spain,Other,['Las Palmas'],2,102.0,0,0,0,0.0,96.61,75.0
Eric Dier,England,DF,"['Monaco', 'Bayern Munich', 'Tottenham']",57,4635.0,3,1,0,0.11,88.13,66.67
Eric García,Spain,DF,"['Girona', 'Barcelona']",63,4658.0,7,0,0,0.23,90.09,65.56
Eric Martel,Germany,MF,['Köln'],65,4984.0,2,4,0,0.04,80.37,62.5
Eric Maxim Choupo-Moting,CMR,FW,['Bayern Munich'],46,1829.0,12,4,0,0.21,79.55,70.37
Eric Oelschlägel,Germany,GK,['Emmen'],9,810.0,0,0,0,0.0,70.0,0.0
Eric Smith,Sweden,DF,['St. Pauli'],5,450.0,1,0,0,0.33,85.29,33.33
Eric Veiga,LUX,Other,['AVS Futebol'],8,371.0,0,0,0,0.0,70.0,50.0
Erick Cabaco,Uruguay,DF,['Estoril'],6,335.0,0,0,0,0.0,81.77,80.0
Erick Ferigra,ECU,DF,['Paços de Ferreira'],16,1158.0,0,0,0,0.0,86.79,44.44
Erick Gutiérrez,Mexico,MF,"['PSV Eindhoven', 'Guadalajara']",87,5639.0,6,4,0,0.08,84.5,62.32
Erick Nunes,Brazil,Other,['Cercle Brugge'],27,1540.0,0,2,0,0.0,58.67,57.41
Erick Sánchez,Mexico,MF,"['América', 'Pachuca']",92,7262.0,14,9,0,0.09,82.72,59.38
Erick Torres,Mexico,Other,['León'],2,10.0,0,0,0,0.0,100.0,0.0
Erik Botheim,NOR,Other,['Salernitana'],35,1182.0,1,3,0,0.12,71.96,53.85
Erik Lira,Mexico,MF,['Cruz Azul'],93,7371.0,1,1,0,0.03,88.43,57.65
Erik Palmer-Brown,United States,DF,['Troyes'],38,3191.0,0,0,0,0.0,84.46,64.29
Erik Schouten,Netherlands,DF,['Willem II'],18,1577.0,0,0,0,0.0,88.67,66.67
Erison,Brazil,FW,['Estoril'],11,681.0,2,0,0,0.14,74.03,0.0
Erling Haaland,NOR,FW,['Manchester City'],72,5824.0,71,14,14,0.28,73.3,50.0
Ermedin Demirović,BIH,FW,"['Augsburg', 'Stuttgart']",68,5641.0,26,14,5,0.18,58.58,50.88
Ermin Bičakčić,BIH,DF,['Hoffenheim'],9,265.0,0,0,0,0.0,70.83,50.0
Ernest Nuamah,GHA,Other,['Lyon'],29,1838.0,3,2,0,0.07,77.31,50.0
Ernest Poku,Netherlands,FW,"['AZ Alkmaar', 'Leverkusen']",48,2326.0,4,6,0,0.07,75.5,52.78
